Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 21:15:57

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.057499885559082,0.181250434368849,
2,-0.04,0.0862498879432678,0.150000438094139,
3,-0.035,0.114999890327454,0.181250434368849,
4,-0.03,0.114999890327454,0.150000438094139,
5,-0.025,0.172499895095825,0.150000438094139,
6,-0.02,0.0287498831748962,0.150000438094139,
7,-0.015,0.114999890327454,0.212500430643559,
8,-0.01,0.143749892711639,0.181250434368849,
9,-0.005,0.114999890327454,0.181250434368849,
10,0,1.92625004053116,2.02500021457672,
11,0.005,2.0412500500679,2.11875020340085,
12,0.01,2.07000005245209,2.05625021085143,
13,0.015,2.07000005245209,2.08750020712614,
14,0.02,2.07000005245209,2.05625021085143,
15,0.025,2.07000005245209,2.08750020712614,
16,0.03,2.09875005483627,2.05625021085143,
17,0.035,2.07000005245209,2.08750020712614,
18,0.04,2.09875005483627,2.08750020712614,
19,0.045,2.09875005483627,2.11875020340085,
20,0.05,2.12750005722046,2.05625021085143,
21,0.055,2.12750005722046,2.08750020712614,
22,0.06,2.09875005483627,2.08750020712614,
23,0.065,2.09875005483627,2.08750020712614,
24,0.07,2.09875005483627,2.11875020340085,
25,0.075,2.15625005960464,2.15000019967556,
26,0.08,2.09875005483627,2.08750020712614,
27,0.085,2.12750005722046,2.15000019967556,
28,0.09,2.09875005483627,2.11875020340085,
29,0.095,2.12750005722046,2.11875020340085,
30,0.1,2.09875005483627,2.08750020712614,
31,0.105,2.15625005960464,2.15000019967556,
32,0.11,2.12750005722046,2.15000019967556,
33,0.115,2.12750005722046,2.11875020340085,
34,0.12,2.12750005722046,2.11875020340085,
35,0.125,2.12750005722046,2.15000019967556,
36,0.13,2.12750005722046,2.15000019967556,
37,0.135,2.12750005722046,2.15000019967556,
38,0.14,2.12750005722046,2.08750020712614,
39,0.145,2.09875005483627,2.11875020340085,
40,0.15,2.12750005722046,2.11875020340085,
41,0.155,2.12750005722046,2.11875020340085,
42,0.16,2.12750005722046,2.15000019967556,
43,0.165,2.15625005960464,2.18125019595027,
44,0.17,2.15625005960464,2.21250019222498,
45,0.175,2.18500006198883,2.11875020340085,
46,0.18,2.18500006198883,2.18125019595027,
47,0.185,2.15625005960464,2.21250019222498,
48,0.19,2.18500006198883,2.21250019222498,
49,0.195,2.21375006437302,2.18125019595027,
50,0.2,2.15625005960464,2.21250019222498,
51,0.205,2.15625005960464,2.18125019595027,
52,0.21,2.18500006198883,2.18125019595027,
53,0.215,2.18500006198883,2.21250019222498,
54,0.22,2.18500006198883,2.21250019222498,
55,0.225,2.18500006198883,2.18125019595027,
56,0.23,2.15625005960464,2.18125019595027,
57,0.235,2.15625005960464,2.18125019595027,
58,0.24,2.15625005960464,2.18125019595027,
59,0.245,2.15625005960464,2.18125019595027,
60,0.25,2.18500006198883,2.18125019595027,
61,0.255,2.15625005960464,2.15000019967556,
62,0.26,2.18500006198883,2.15000019967556,
63,0.265,2.15625005960464,2.18125019595027,
64,0.27,2.15625005960464,2.18125019595027,
65,0.275,2.15625005960464,2.18125019595027,
66,0.28,2.12750005722046,2.21250019222498,
67,0.285,2.15625005960464,2.15000019967556,
68,0.29,2.12750005722046,2.18125019595027,
69,0.295,2.15625005960464,2.11875020340085,
70,0.3,2.15625005960464,2.15000019967556,
71,0.305,2.15625005960464,2.18125019595027,
72,0.31,2.15625005960464,2.18125019595027,
73,0.315,2.18500006198883,2.15000019967556,
74,0.32,2.18500006198883,2.11875020340085,
75,0.325,2.18500006198883,2.18125019595027,
76,0.33,2.15625005960464,2.18125019595027,
77,0.335,2.12750005722046,2.18125019595027,
78,0.34,2.15625005960464,2.15000019967556,
79,0.345,2.12750005722046,2.11875020340085,
80,0.35,2.12750005722046,2.15000019967556,
81,0.355,2.15625005960464,2.15000019967556,
82,0.36,2.15625005960464,2.15000019967556,
83,0.365,2.15625005960464,2.18125019595027,
84,0.37,2.15625005960464,2.15000019967556,
85,0.375,2.18500006198883,2.15000019967556,
86,0.38,2.15625005960464,2.15000019967556,
87,0.385,2.15625005960464,2.18125019595027,
88,0.39,2.15625005960464,2.15000019967556,
89,0.395,2.15625005960464,2.11875020340085,
90,0.4,2.18500006198883,2.18125019595027,
91,0.405,2.15625005960464,2.18125019595027,
92,0.41,2.15625005960464,2.18125019595027,
93,0.415,2.15625005960464,2.15000019967556,
94,0.42,2.18500006198883,2.15000019967556,
95,0.425,2.15625005960464,2.18125019595027,
96,0.43,2.18500006198883,2.18125019595027,
97,0.435,2.18500006198883,2.15000019967556,
98,0.44,2.15625005960464,2.15000019967556,
99,0.445,2.15625005960464,2.21250019222498,
100,0.45,2.15625005960464,2.21250019222498,
101,0.455,2.15625005960464,2.18125019595027,
102,0.46,2.18500006198883,2.18125019595027,
103,0.465,2.18500006198883,2.18125019595027,
104,0.47,2.18500006198883,2.18125019595027,
105,0.475,2.18500006198883,2.18125019595027,
106,0.48,2.18500006198883,2.18125019595027,
107,0.485,2.15625005960464,2.21250019222498,
108,0.49,2.18500006198883,2.18125019595027,
109,0.495,2.21375006437302,2.18125019595027,
110,0.5,2.18500006198883,2.21250019222498,
111,0.505,2.21375006437302,2.18125019595027,
112,0.51,2.18500006198883,2.21250019222498,
113,0.515,2.2425000667572,2.21250019222498,
114,0.52,2.18500006198883,2.21250019222498,
115,0.525,2.18500006198883,2.18125019595027,
116,0.53,2.18500006198883,2.24375018849969,
117,0.535,2.21375006437302,2.21250019222498,
118,0.54,2.18500006198883,2.18125019595027,
119,0.545,2.15625005960464,2.18125019595027,
120,0.55,2.15625005960464,2.18125019595027,
121,0.555,2.15625005960464,2.11875020340085,
122,0.56,2.18500006198883,2.18125019595027,
123,0.565,2.21375006437302,2.21250019222498,
124,0.57,2.15625005960464,2.21250019222498,
125,0.575,2.18500006198883,2.18125019595027,
126,0.58,2.15625005960464,2.18125019595027,
127,0.585,2.18500006198883,2.21250019222498,
128,0.59,2.18500006198883,2.18125019595027,
129,0.595,2.18500006198883,2.21250019222498,
130,0.6,2.15625005960464,2.15000019967556,
131,0.605,2.15625005960464,2.18125019595027,
132,0.61,2.15625005960464,2.18125019595027,
133,0.615,2.18500006198883,2.18125019595027,
134,0.62,2.18500006198883,2.18125019595027,
135,0.625,2.15625005960464,2.21250019222498,
136,0.63,2.15625005960464,2.15000019967556,
137,0.635,2.18500006198883,2.18125019595027,
138,0.64,2.18500006198883,2.18125019595027,
139,0.645,2.18500006198883,2.15000019967556,
140,0.65,2.15625005960464,2.18125019595027,
141,0.655,2.21375006437302,2.21250019222498,
142,0.66,2.18500006198883,2.18125019595027,
143,0.665,2.18500006198883,2.18125019595027,
144,0.67,2.18500006198883,2.18125019595027,
145,0.675,2.15625005960464,2.18125019595027,
146,0.68,2.18500006198883,2.18125019595027,
147,0.685,2.18500006198883,2.15000019967556,
148,0.69,2.18500006198883,2.18125019595027,
149,0.695,2.15625005960464,2.15000019967556,
150,0.7,2.18500006198883,2.18125019595027,
151,0.705,2.15625005960464,2.18125019595027,
152,0.71,2.15625005960464,2.18125019595027,
153,0.715,2.15625005960464,2.15000019967556,
154,0.72,2.15625005960464,2.11875020340085,
155,0.725,2.18500006198883,2.18125019595027,
156,0.73,2.15625005960464,2.18125019595027,
157,0.735,2.15625005960464,2.15000019967556,
158,0.74,2.15625005960464,2.15000019967556,
159,0.745,2.12750005722046,2.15000019967556,
160,0.75,2.15625005960464,2.15000019967556,
161,0.755,2.15625005960464,2.15000019967556,
162,0.76,2.18500006198883,2.15000019967556,
163,0.765,2.12750005722046,2.15000019967556,
