Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,-0.046875124797225,0.493750397115946,
Firmware Version:,06.20.0000,,-0.045,-0.0312501229345798,0.493750397115946,
Start Time:,2020-10-23 13:29:23.422,,-0.04,-0.046875124797225,0.462500400841236,
,,,-0.035,-0.046875124797225,0.462500400841236,
Analog Sample Count:,1000,,-0.03,-0.0312501229345798,0.493750397115946,
Function Sample Count:,0,,-0.025,-0.0312501229345798,0.462500400841236,
Waveform Memory Sample Count:,0,,-0.02,-0.0312501229345798,0.462500400841236,
Digital Sample Count:,0,,-0.015,-0.046875124797225,0.462500400841236,
,,,-0.01,-0.0625001266598701,0.493750397115946,
Setup Text Information:,,,-0.005,0.0312498845160007,0.462500400841236,
ANALOG,,,0,2.03125012293458,2.15000019967556,
Channel 1,,,0.005,2.21875014528632,2.21250019222498,
Scale,500 mV/,,0.01,2.18750014156103,2.21250019222498,
Pos,1 V,,0.015,2.18750014156103,2.21250019222498,
Coup,,,0.02,2.17187513969839,2.18125019595027,
BW,Off,,0.025,2.18750014156103,2.18125019595027,
Inv,Off,,0.03,2.18750014156103,2.18125019595027,
Imp,1M Ohm,,0.035,2.20312514342368,2.21250019222498,
Trace Label,1,,0.04,2.15625013783574,2.18125019595027,
Probe,10,,0.045,2.1406251359731,2.18125019595027,
Skew,0 s,,0.05,2.12500013411045,2.15000019967556,
,,,0.055,2.17187513969839,2.11875020340085,
Channel 4,,,0.06,2.21875014528632,2.18125019595027,
Scale,1 V/,,0.065,2.20312514342368,2.21250019222498,
Pos,3.025 V,,0.07,2.18750014156103,2.21250019222498,
Coup,,,0.075,2.12500013411045,2.18125019595027,
BW,Off,,0.08,2.15625013783574,2.15000019967556,
Inv,Off,,0.085,2.17187513969839,2.21250019222498,
Imp,1M Ohm,,0.09,2.15625013783574,2.18125019595027,
Trace Label,4,,0.095,2.17187513969839,2.21250019222498,
Probe,10,,0.1,2.20312514342368,2.18125019595027,
Skew,0 s,,0.105,2.18750014156103,2.18125019595027,
,,,0.11,2.15625013783574,2.21250019222498,
MATH,,,0.115,2.09375013038516,2.11875020340085,
DIGITAL,,,0.12,2.12500013411045,2.11875020340085,
TRIGGER,,,0.125,2.18750014156103,2.21250019222498,
Sweep Mode,AUTO,,0.13,2.21875014528632,2.18125019595027,
Coup,DC,,0.135,2.20312514342368,2.21250019222498,
Noise Rej,Off,,0.14,2.21875014528632,2.18125019595027,
HF Rej,Off,,0.145,2.20312514342368,2.15000019967556,
Holdoff,60.0 ns,,0.15,2.15625013783574,2.18125019595027,
Mode,EDGE,,0.155,2.17187513969839,2.18125019595027,
Source,CHAN1,,0.16,2.21875014528632,2.21250019222498,
Slope,POS,,0.165,2.21875014528632,2.21250019222498,
Level,920 mV V,,0.17,2.12500013411045,2.15000019967556,
,,,0.175,2.12500013411045,2.11875020340085,
HORIZONTAL,,,0.18,2.17187513969839,2.18125019595027,
Mode,MAIN,,0.185,2.18750014156103,2.18125019595027,
Ref,CENT,,0.19,2.20312514342368,2.18125019595027,
Main Scale,500 ms/,,0.195,2.20312514342368,2.18125019595027,
Main Delay,2.45 s,,0.2,2.18750014156103,2.21250019222498,
,,,0.205,2.18750014156103,2.18125019595027,
ACQUISITION,,,0.21,2.18750014156103,2.18125019595027,
Mode,NORM,,0.215,2.12500013411045,2.11875020340085,
RealTime,On,,0.22,2.17187513969839,2.18125019595027,
Vectors,On,,0.225,2.12500013411045,2.15000019967556,
Persistence,Off,,0.23,2.18750014156103,2.21250019222498,
,,,0.235,2.15625013783574,2.21250019222498,
,,,0.24,2.18750014156103,2.21250019222498,
,,,0.245,2.18750014156103,2.18125019595027,
,,,0.25,2.18750014156103,2.18125019595027,
,,,0.255,2.20312514342368,2.21250019222498,
,,,0.26,2.21875014528632,2.2750001847744,
,,,0.265,2.12500013411045,2.18125019595027,
,,,0.27,2.25000014901161,2.21250019222498,
,,,0.275,2.20312514342368,2.21250019222498,
,,,0.28,2.20312514342368,2.21250019222498,
,,,0.285,2.18750014156103,2.18125019595027,
,,,0.29,2.1406251359731,2.15000019967556,
,,,0.295,2.18750014156103,2.15000019967556,
,,,0.3,2.23437514714897,2.21250019222498,
,,,0.305,2.20312514342368,2.24375018849969,
,,,0.31,2.12500013411045,2.18125019595027,
,,,0.315,2.17187513969839,2.18125019595027,
,,,0.32,2.18750014156103,2.18125019595027,
,,,0.325,2.20312514342368,2.24375018849969,
,,,0.33,2.18750014156103,2.21250019222498,
,,,0.335,2.18750014156103,2.21250019222498,
,,,0.34,2.18750014156103,2.21250019222498,
,,,0.345,2.18750014156103,2.21250019222498,
,,,0.35,2.20312514342368,2.21250019222498,
,,,0.355,2.15625013783574,2.18125019595027,
,,,0.36,2.20312514342368,2.21250019222498,
