Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,-0.046875124797225,0.368750412017107,
Firmware Version:,06.20.0000,,-0.045,-0.046875124797225,0.400000408291817,
Start Time:,2020-10-23 13:30:12.814,,-0.04,-0.0312501229345798,0.368750412017107,
,,,-0.035,-0.046875124797225,0.337500415742397,
Analog Sample Count:,1000,,-0.03,-0.0312501229345798,0.337500415742397,
Function Sample Count:,0,,-0.025,-0.046875124797225,0.400000408291817,
Waveform Memory Sample Count:,0,,-0.02,-0.046875124797225,0.337500415742397,
Digital Sample Count:,0,,-0.015,-0.0312501229345798,0.337500415742397,
,,,-0.01,-0.046875124797225,0.368750412017107,
Setup Text Information:,,,-0.005,0.187499903142452,0.368750412017107,
ANALOG,,,0,2.04687512479723,2.18125019595027,
Channel 1,,,0.005,2.21875014528632,2.21250019222498,
Scale,500 mV/,,0.01,2.17187513969839,2.15000019967556,
Pos,1 V,,0.015,2.18750014156103,2.21250019222498,
Coup,,,0.02,2.21875014528632,2.21250019222498,
BW,Off,,0.025,2.15625013783574,2.15000019967556,
Inv,Off,,0.03,2.20312514342368,2.21250019222498,
Imp,1M Ohm,,0.035,2.17187513969839,2.18125019595027,
Trace Label,1,,0.04,2.21875014528632,2.18125019595027,
Probe,10,,0.045,2.1406251359731,2.15000019967556,
Skew,0 s,,0.05,2.18750014156103,2.18125019595027,
,,,0.055,2.20312514342368,2.18125019595027,
Channel 4,,,0.06,2.20312514342368,2.21250019222498,
Scale,1 V/,,0.065,2.1406251359731,2.15000019967556,
Pos,3.025 V,,0.07,2.15625013783574,2.18125019595027,
Coup,,,0.075,2.21875014528632,2.24375018849969,
BW,Off,,0.08,2.20312514342368,2.21250019222498,
Inv,Off,,0.085,2.20312514342368,2.21250019222498,
Imp,1M Ohm,,0.09,2.10937513224781,2.11875020340085,
Trace Label,4,,0.095,2.17187513969839,2.18125019595027,
Probe,10,,0.1,2.17187513969839,2.18125019595027,
Skew,0 s,,0.105,2.15625013783574,2.15000019967556,
,,,0.11,2.1406251359731,2.18125019595027,
MATH,,,0.115,2.18750014156103,2.21250019222498,
DIGITAL,,,0.12,2.15625013783574,2.15000019967556,
TRIGGER,,,0.125,2.17187513969839,2.21250019222498,
Sweep Mode,AUTO,,0.13,2.17187513969839,2.15000019967556,
Coup,DC,,0.135,2.17187513969839,2.18125019595027,
Noise Rej,Off,,0.14,2.20312514342368,2.21250019222498,
HF Rej,Off,,0.145,2.1406251359731,2.11875020340085,
Holdoff,60.0 ns,,0.15,2.17187513969839,2.18125019595027,
Mode,EDGE,,0.155,2.20312514342368,2.21250019222498,
Source,CHAN1,,0.16,2.20312514342368,2.21250019222498,
Slope,POS,,0.165,2.20312514342368,2.21250019222498,
Level,920 mV V,,0.17,2.21875014528632,2.24375018849969,
,,,0.175,2.18750014156103,2.21250019222498,
HORIZONTAL,,,0.18,2.12500013411045,2.11875020340085,
Mode,MAIN,,0.185,2.18750014156103,2.18125019595027,
Ref,CENT,,0.19,2.18750014156103,2.21250019222498,
Main Scale,500 ms/,,0.195,2.17187513969839,2.18125019595027,
Main Delay,2.45 s,,0.2,2.20312514342368,2.21250019222498,
,,,0.205,2.18750014156103,2.15000019967556,
ACQUISITION,,,0.21,2.20312514342368,2.18125019595027,
Mode,NORM,,0.215,2.18750014156103,2.18125019595027,
RealTime,On,,0.22,2.17187513969839,2.18125019595027,
Vectors,On,,0.225,2.1406251359731,2.18125019595027,
Persistence,Off,,0.23,2.17187513969839,2.11875020340085,
,,,0.235,2.23437514714897,2.2750001847744,
,,,0.24,2.20312514342368,2.21250019222498,
,,,0.245,2.18750014156103,2.21250019222498,
,,,0.25,2.17187513969839,2.18125019595027,
,,,0.255,2.20312514342368,2.21250019222498,
,,,0.26,2.20312514342368,2.24375018849969,
,,,0.265,2.18750014156103,2.18125019595027,
,,,0.27,2.21875014528632,2.21250019222498,
,,,0.275,2.10937513224781,2.11875020340085,
,,,0.28,2.21875014528632,2.24375018849969,
,,,0.285,2.18750014156103,2.21250019222498,
,,,0.29,2.20312514342368,2.18125019595027,
,,,0.295,2.18750014156103,2.18125019595027,
,,,0.3,2.20312514342368,2.21250019222498,
,,,0.305,2.20312514342368,2.21250019222498,
,,,0.31,2.12500013411045,2.11875020340085,
,,,0.315,2.17187513969839,2.15000019967556,
,,,0.32,2.17187513969839,2.15000019967556,
,,,0.325,2.20312514342368,2.21250019222498,
,,,0.33,2.18750014156103,2.21250019222498,
,,,0.335,2.20312514342368,2.24375018849969,
,,,0.34,2.17187513969839,2.15000019967556,
,,,0.345,2.20312514342368,2.21250019222498,
,,,0.35,2.20312514342368,2.21250019222498,
,,,0.355,2.17187513969839,2.18125019595027,
,,,0.36,2.18750014156103,2.21250019222498,
,,,0.365,2.21875014528632,2.21250019222498,
,,,0.37,2.18750014156103,2.18125019595027,
,,,0.375,2.20312514342368,2.18125019595027,
,,,0.38,2.12500013411045,2.15000019967556,
,,,0.385,2.15625013783574,2.15000019967556,
,,,0.39,2.21875014528632,2.21250019222498,
,,,0.395,2.18750014156103,2.21250019222498,
,,,0.4,2.18750014156103,2.18125019595027,
,,,0.405,2.20312514342368,2.21250019222498,
,,,0.41,2.15625013783574,2.11875020340085,
,,,0.415,2.15625013783574,2.15000019967556,
,,,0.42,2.20312514342368,2.18125019595027,
,,,0.425,2.18750014156103,2.21250019222498,
,,,0.43,2.17187513969839,2.18125019595027,
,,,0.435,2.17187513969839,2.18125019595027,
,,,0.44,2.17187513969839,2.18125019595027,
,,,0.445,2.18750014156103,2.24375018849969,
,,,0.45,2.1406251359731,2.11875020340085,
,,,0.455,2.23437514714897,2.21250019222498,
,,,0.46,2.20312514342368,2.18125019595027,
,,,0.465,2.21875014528632,2.18125019595027,
,,,0.47,2.18750014156103,2.21250019222498,
,,,0.475,2.18750014156103,2.21250019222498,
,,,0.48,2.20312514342368,2.21250019222498,
,,,0.485,2.18750014156103,2.15000019967556,
,,,0.49,2.17187513969839,2.15000019967556,
,,,0.495,2.18750014156103,2.18125019595027,
,,,0.5,2.20312514342368,2.21250019222498,
,,,0.505,2.20312514342368,2.24375018849969,
,,,0.51,2.20312514342368,2.21250019222498,
,,,0.515,2.20312514342368,2.18125019595027,
,,,0.52,2.17187513969839,2.21250019222498,
,,,0.525,2.21875014528632,2.21250019222498,
,,,0.53,2.12500013411045,2.15000019967556,
,,,0.535,2.18750014156103,2.18125019595027,
,,,0.54,2.17187513969839,2.21250019222498,
,,,0.545,2.15625013783574,2.18125019595027,
