firmware_size,done,not_done,missing,attempts,duration_sec,0235.vcc,0237.vcc,0241.vcc,0242.vcc,0235.ReadRate,0237.ReadRate,0241.ReadRate,0242.ReadRate,0235.peak_rssi,0237.peak_rssi,0241.peak_rssi,0242.peak_rssi
407,4,0,0,1,8.8571015,3738,3706,3760,3812,2.21442302433053,4.42884604866106,48.7173065352717,2.21442302433053,-18,-19,-16,-17
407,4,0,0,1,8.4153374,3752,3660,3668,3768,12.4187657485473,18.628148622821,6.20938287427366,37.2562972456419,-18,-17,-17,-18
407,4,0,0,1,7.9726405,3730,3636,3728,3792,11.1118210330104,127.78594187962,16.6677315495157,5.55591051650522,-19,-20,-17,-17
407,4,0,0,1,9.095008,3738,3644,3710,3788,10.4205309468928,27.7880825250475,34.7351031563094,3.47351031563094,-19,-19,-17,-16
407,4,0,0,1,9.210835,3730,3636,3752,3804,21.9668575037412,76.8840012630943,10.9834287518706,5.49171437593531,-18,-18,-17,-18
407,4,0,0,1,9.6224129,3738,3648,3744,3780,4.51094377514569,36.0875502011655,45.1094377514569,9.02188755029139,-17,-18,-18,-17
407,4,0,0,1,8.4055226,3760,3674,3718,3784,13.3952461610899,6.69762308054495,46.8833615638146,26.7904923221798,-18,-17,-17,-18
407,4,0,0,1,10.2671132,3738,3644,3744,3796,4.75838129385146,9.51676258770292,4.75838129385146,14.2751438815544,-17,-18,-16,-17
407,4,0,0,1,9.843992,3750,3670,3732,3784,7.90137815837839,23.7041344751352,7.90137815837839,79.0137815837839,-17,-17,-17,-18
407,4,0,0,1,8.4102274,3738,3660,3742,3780,3.7408643416696,3.7408643416696,7.4817286833392,3.7408643416696,-17,-18,-18,-17
407,4,0,0,1,8.9315828,3710,3620,3728,3784,7.01999223588859,14.0399844717772,154.439829189549,7.01999223588859,-19,-19,-17,-17
407,4,0,0,1,8.7559833,3752,3670,3720,3796,3.64766077338433,21.885964640306,62.0102331475336,10.942982320153,-16,-17,-16,-16
407,4,0,0,1,9.6762836,3746,3660,3674,3788,7.24874578576042,3.62437289288021,202.964882001292,10.8731186786406,-18,-19,-19,-17
407,3,0,0,1,8.4812604,3742,3648,3734,3784,6.88999909741012,13.7799981948202,6.88999909741012,6.88999909741012,-17,-18,-17,-17
407,4,0,0,1,7.9171634,3734,3652,3740,3780,4.50211149028895,4.50211149028895,4.50211149028895,18.0084459611558,-18,-18,-16,-16
407,4,0,0,1,9.2554875,3746,3660,3738,3784,4.78571254234757,4.78571254234757,9.57142508469515,19.1428501693903,-17,-18,-18,-17
407,4,0,0,1,10.7936304,3760,3678,3708,3772,7.84019180245226,62.721534419618,7.84019180245226,31.360767209809,-18,-17,-17,-18
407,4,0,0,1,9.495178,3738,3656,3672,3780,3.54281653205735,56.6850645129176,35.4281653205735,14.1712661282294,-17,-18,-17,-17
407,4,0,0,1,8.2859214,3752,3666,3720,3780,7.89950564893649,7.89950564893649,7.89950564893649,86.8945621383014,-17,-17,-17,-18
407,4,0,0,1,8.0973694,3738,3652,3742,3784,13.4036309095771,6.70181545478855,6.70181545478855,33.5090772739427,-17,-16,-17,-17
407,4,0,0,1,8.4438818,3738,3660,3750,3788,128.103834736359,45.0094554479099,110.792505717932,3.46226580368537,-17,-18,-18,-17
407,4,0,0,1,7.9557032,3746,3666,3734,3784,5.34096165082715,5.34096165082715,21.3638466033086,26.7048082541358,-17,-18,-17,-16
407,4,0,0,1,9.7604223,3726,3632,3746,3796,4.70404279549974,9.40808559099947,4.70404279549974,4.70404279549974,-18,-19,-18,-18
407,4,0,0,1,8.8832113,3752,3670,3714,3784,17.5193479298701,8.75967396493503,131.395109474025,35.0386958597401,-17,-17,-17,-17
407,4,0,0,1,7.851121,3746,3664,3736,3804,9.32269241221403,4.66134620610702,195.776540656495,74.5815392977123,-19,-19,-18,-17
407,4,0,0,1,8.2315307,3738,3652,3734,3768,47.616780153326,7.93613002555434,39.6806501277717,7.93613002555434,-18,-18,-17,-17
407,4,0,0,1,9.3335994,3722,3632,3750,3792,6.87085944832495,13.7417188966499,27.4834377932998,123.675470069849,-19,-20,-18,-18
407,4,0,0,1,8.1433082,3738,3652,3738,3784,6.18647265888408,179.407707107638,123.729453177682,68.0511992477249,-17,-17,-17,-16
407,4,0,0,1,8.5529492,3742,3652,3726,3788,4.57217056939526,9.14434113879052,45.7217056939526,32.0051939857668,-17,-17,-17,-17
407,4,0,0,1,9.6483235,3742,3648,3748,3788,7.41608697586805,22.2482609276042,29.6643479034722,29.6643479034722,-17,-17,-16,-17
407,4,0,0,1,8.1750379,3742,3690,3716,3776,58.6703652464918,2.34681460985967,21.1213314887371,30.5085899281757,-17,-18,-17,-17
407,4,0,0,1,7.958903,3734,3648,3748,3784,68.8606169299183,137.721233859837,7.65117965887981,38.255898294399,-18,-18,-16,-16
407,4,0,0,1,9.9723413,3726,3648,3742,3780,7.41574600180054,44.4944760108033,51.9102220126038,29.6629840072022,-18,-19,-17,-17
407,4,0,0,1,8.4880386,3752,3666,3722,3772,20.2682160591832,37.1583961085025,10.1341080295916,3.37803600986387,-19,-19,-16,-16
407,4,0,0,1,9.0810125,3714,3628,3754,3788,7.97634535022936,15.9526907004587,7.97634535022936,15.9526907004587,-17,-17,-17,-17
407,4,0,0,1,8.5471605,3752,3670,3700,3776,11.1451595736085,11.1451595736085,5.57257978680424,16.7177393604127,-17,-16,-16,-16
407,4,0,0,1,8.0964158,3734,3648,3738,3788,4.28935472234364,38.6041925010927,25.7361283340618,4.28935472234364,-18,-19,-18,-17
407,4,0,0,1,8.6314723,3738,3656,3744,3780,4.4007324579103,13.2021973737309,52.8087894949235,4.4007324579103,-18,-19,-18,-17
407,4,0,0,1,7.7714233,3764,3682,3750,3772,5.54612098752012,55.4612098752012,227.390960488325,11.0922419750402,-19,-19,-18,-17
407,4,0,0,1,8.2280984,3730,3644,3742,3804,7.31158769664515,87.7390523597418,29.2463507865806,14.6231753932903,-17,-17,-16,-16
407,4,0,0,2,13.5447376,3714,3624,3706,3784,8.76093254870421,8.76093254870421,8.76093254870421,17.5218650974084,-19,-19,-18,-17
407,4,0,0,1,9.9654421,3750,3656,3734,3776,3.91472016993017,54.8060823790224,39.1472016993017,15.6588806797207,-18,-18,-18,-18
407,4,0,0,1,7.3493504,3742,3664,3744,3796,16.7889085754387,5.59630285847957,44.7704228678366,11.1926057169591,-17,-18,-18,-17
407,4,0,0,1,8.7228333,3730,3636,3750,3788,21.6872852506942,50.6036655849531,7.22909508356472,79.520045919212,-17,-18,-17,-16
407,4,0,0,1,10.35175,3726,3636,3742,3776,19.1485409769203,4.78713524423007,47.8713524423007,4.78713524423007,-17,-17,-17,-16
