Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 20:20:23

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,-0.0287501215934753,0.306250419467688,
2,-0.04,-0.0287501215934753,0.306250419467688,
3,-0.035,-0.0287501215934753,0.306250419467688,
4,-0.03,-1.19209289550781E-07,0.337500415742397,
5,-0.025,-0.0287501215934753,0.306250419467688,
6,-0.02,-1.19209289550781E-07,0.306250419467688,
7,-0.015,-1.19209289550781E-07,0.306250419467688,
8,-0.01,0.0287498831748962,0.337500415742397,
9,-0.005,-1.19209289550781E-07,0.306250419467688,
10,0,2.09875005483627,2.08750020712614,
11,0.005,2.09875005483627,2.05625021085143,
12,0.01,2.07000005245209,2.11875020340085,
13,0.015,2.0412500500679,2.05625021085143,
14,0.02,2.0412500500679,2.05625021085143,
15,0.025,2.0412500500679,2.05625021085143,
16,0.03,2.07000005245209,2.02500021457672,
17,0.035,2.0412500500679,2.05625021085143,
18,0.04,2.07000005245209,2.05625021085143,
19,0.045,2.0412500500679,2.08750020712614,
20,0.05,2.07000005245209,2.05625021085143,
21,0.055,2.07000005245209,2.05625021085143,
22,0.06,2.0412500500679,2.05625021085143,
23,0.065,2.0412500500679,2.02500021457672,
24,0.07,2.0412500500679,2.02500021457672,
25,0.075,2.07000005245209,2.05625021085143,
26,0.08,2.0412500500679,2.02500021457672,
27,0.085,2.0412500500679,2.02500021457672,
28,0.09,2.0412500500679,2.02500021457672,
29,0.095,2.0412500500679,2.02500021457672,
30,0.1,2.01250004768372,1.99375021830201,
31,0.105,2.0412500500679,2.02500021457672,
32,0.11,2.0412500500679,2.05625021085143,
33,0.115,2.01250004768372,2.05625021085143,
34,0.12,2.01250004768372,2.05625021085143,
35,0.125,2.01250004768372,2.02500021457672,
36,0.13,2.0412500500679,2.02500021457672,
37,0.135,2.07000005245209,2.08750020712614,
38,0.14,2.09875005483627,2.08750020712614,
39,0.145,2.12750005722046,2.08750020712614,
40,0.15,2.12750005722046,2.15000019967556,
41,0.155,2.12750005722046,2.11875020340085,
42,0.16,2.12750005722046,2.11875020340085,
43,0.165,2.12750005722046,2.11875020340085,
44,0.17,2.15625005960464,2.18125019595027,
45,0.175,2.18500006198883,2.18125019595027,
46,0.18,2.15625005960464,2.18125019595027,
47,0.185,2.15625005960464,2.15000019967556,
48,0.19,2.18500006198883,2.18125019595027,
49,0.195,2.18500006198883,2.18125019595027,
50,0.2,2.15625005960464,2.18125019595027,
51,0.205,2.15625005960464,2.15000019967556,
52,0.21,2.18500006198883,2.18125019595027,
53,0.215,2.18500006198883,2.18125019595027,
54,0.22,2.15625005960464,2.18125019595027,
55,0.225,2.21375006437302,2.18125019595027,
56,0.23,2.15625005960464,2.18125019595027,
57,0.235,2.18500006198883,2.18125019595027,
58,0.24,2.18500006198883,2.21250019222498,
59,0.245,2.21375006437302,2.21250019222498,
60,0.25,2.18500006198883,2.18125019595027,
61,0.255,2.15625005960464,2.18125019595027,
62,0.26,2.18500006198883,2.18125019595027,
63,0.265,2.12750005722046,2.18125019595027,
