Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 20:04:03

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.143749892711639,-0.0374995395541191,
2,-0.04,0.172499895095825,0.0250004529953003,
3,-0.035,0.172499895095825,0.0250004529953003,
4,-0.03,0.172499895095825,-0.00624954327940941,
5,-0.025,0.172499895095825,-0.00624954327940941,
6,-0.02,0.172499895095825,-0.00624954327940941,
7,-0.015,0.143749892711639,-0.00624954327940941,
8,-0.01,0.172499895095825,0.05625044927001,
9,-0.005,0.201249897480011,0.0250004529953003,
10,0,2.0412500500679,2.02500021457672,
11,0.005,2.01250004768372,1.99375021830201,
12,0.01,1.98375004529953,1.99375021830201,
13,0.015,2.01250004768372,1.99375021830201,
14,0.02,1.98375004529953,1.9625002220273,
15,0.025,1.98375004529953,1.99375021830201,
16,0.03,1.98375004529953,2.02500021457672,
17,0.035,1.95500004291534,1.99375021830201,
18,0.04,1.95500004291534,1.9625002220273,
19,0.045,1.95500004291534,1.9625002220273,
20,0.05,1.95500004291534,2.02500021457672,
21,0.055,1.98375004529953,1.9625002220273,
22,0.06,1.98375004529953,1.99375021830201,
23,0.065,1.95500004291534,2.02500021457672,
24,0.07,1.95500004291534,1.9625002220273,
25,0.075,1.98375004529953,1.9625002220273,
26,0.08,1.98375004529953,2.02500021457672,
27,0.085,2.01250004768372,2.02500021457672,
28,0.09,1.98375004529953,1.9625002220273,
29,0.095,1.98375004529953,1.9625002220273,
30,0.1,1.95500004291534,1.9625002220273,
31,0.105,1.95500004291534,1.99375021830201,
32,0.11,2.01250004768372,1.99375021830201,
33,0.115,1.98375004529953,1.99375021830201,
34,0.12,1.98375004529953,2.02500021457672,
35,0.125,1.95500004291534,1.99375021830201,
36,0.13,2.01250004768372,1.9625002220273,
37,0.135,1.98375004529953,1.99375021830201,
38,0.14,1.98375004529953,2.02500021457672,
39,0.145,1.95500004291534,1.93125022575259,
40,0.15,1.95500004291534,1.93125022575259,
41,0.155,1.95500004291534,1.9625002220273,
42,0.16,1.98375004529953,1.99375021830201,
43,0.165,1.95500004291534,1.9625002220273,
44,0.17,1.98375004529953,1.9625002220273,
45,0.175,1.95500004291534,1.9625002220273,
46,0.18,1.92625004053116,1.9625002220273,
47,0.185,1.95500004291534,1.9625002220273,
48,0.19,1.95500004291534,1.9625002220273,
49,0.195,1.95500004291534,1.9625002220273,
50,0.2,1.98375004529953,1.9625002220273,
51,0.205,1.98375004529953,1.9625002220273,
52,0.21,1.98375004529953,1.9625002220273,
53,0.215,1.95500004291534,1.9625002220273,
54,0.22,1.95500004291534,1.9625002220273,
55,0.225,1.92625004053116,1.9625002220273,
56,0.23,1.98375004529953,1.9625002220273,
57,0.235,1.92625004053116,1.93125022575259,
58,0.24,1.95500004291534,1.9625002220273,
59,0.245,1.92625004053116,1.93125022575259,
60,0.25,1.95500004291534,1.93125022575259,
61,0.255,1.92625004053116,1.93125022575259,
62,0.26,1.92625004053116,1.90000022947788,
63,0.265,1.95500004291534,1.93125022575259,
64,0.27,1.95500004291534,1.93125022575259,
65,0.275,1.92625004053116,1.93125022575259,
66,0.28,1.95500004291534,1.93125022575259,
67,0.285,1.92625004053116,1.93125022575259,
68,0.29,1.95500004291534,1.93125022575259,
69,0.295,1.95500004291534,1.93125022575259,
70,0.3,1.92625004053116,1.93125022575259,
71,0.305,1.95500004291534,1.93125022575259,
72,0.31,1.95500004291534,1.9625002220273,
