firmware_size,done,not_done,missing,attempts,duration_sec,0239.vcc,0239.ReadRate,0239.peak_rssi
407,1,0,0,1,5.3644494,3480,2.13980822182793,-19
407,1,0,0,1,5.2562455,3448,4.16472833268849,-20
407,1,0,0,1,7.0180857,3492,3.53765283102437,-20
407,1,0,0,1,5.3161572,3436,4.86203016986961,-21
407,1,0,0,1,6.7985073,3420,5.02287921482352,-20
407,1,0,0,1,6.2919992,3428,4.21118060027011,-20
407,1,0,0,1,5.5711668,3440,4.95403399557208,-21
407,1,0,0,1,6.0952665,3436,4.6542540813154,-20
407,1,0,0,1,6.0396655,3428,4.98394670765464,-20
407,1,0,0,2,10.9839515,3436,3.90821632133667,-20
407,1,0,0,1,6.5188099,3432,4.05720167497514,-19
407,1,0,0,1,5.824789,3506,2.02615892744872,-19
407,1,0,0,1,6.0901772,3424,4.11386012957837,-19
407,1,0,0,2,11.5405006,3410,4.86671526892982,-19
407,1,0,0,1,5.5332955,3464,4.99547160499008,-19
407,1,0,0,1,5.7848854,3452,4.44036325723735,-20
407,1,0,0,1,6.3320586,3436,3.92969153100389,-20
407,1,0,0,1,6.2816581,3416,3.82942808257472,-20
407,1,0,0,1,5.9717271,3440,5.33995772889462,-19
407,1,0,0,3,13.0015318,3436,3.85013281033129,-19
407,1,0,0,1,5.0550725,3406,4.39404571653044,-20
407,1,0,0,1,6.0564738,3448,3.70469711137357,-19
407,1,0,0,1,4.5832031,3436,3.70686277453489,-19
407,1,0,0,1,6.8033441,3518,2.03486289907731,-20
407,1,0,0,2,10.9779119,3424,4.62610650685011,-20
407,1,0,0,1,6.5482223,3424,5.05317710930982,-19
407,1,0,0,2,6.9065249,3444,3.8712140010971,-19
407,1,0,0,2,10.9959505,3424,3.96004159627693,-19
407,1,0,0,1,5.5257048,3414,3.85997701769684,-19
407,1,0,0,1,5.5365584,3444,3.61720429174055,-19
407,1,0,0,2,10.5848834,3448,3.59520442871662,-20
407,1,0,0,2,10.0284754,3440,4.74885445758347,-19
407,1,0,0,1,4.7693312,3432,3.77856119946647,-19
407,1,0,0,1,5.0605933,3410,5.58912133423505,-20
407,1,0,0,1,5.8354142,3432,3.78379544196433,-20
407,1,0,0,2,10.4932171,3420,3.6141164497233,-20
407,1,0,0,1,4.7871096,3464,3.72788525270961,-19
407,1,0,0,1,7.7283571,3432,3.88005207029878,-20
407,1,0,0,2,11.9523276,3514,1.93326747335474,-20
407,1,0,0,2,11.8722352,3406,4.82181233602824,-19
407,1,0,0,1,6.0466751,3468,4.21790365127048,-19
407,1,0,0,1,7.2922785,3432,4.2410295862706,-19
407,1,0,0,1,5.2811196,3456,4.36543968708528,-21
407,1,0,0,1,5.2672403,3402,3.8273658957969,-20
407,1,0,0,1,5.5500695,3432,3.98304497415402,-20
407,1,0,0,1,4.6099059,3432,5.31768657236281,-21
407,1,0,0,2,11.6322652,3428,4.86631029054306,-19
407,1,0,0,1,6.0331208,3452,4.02657701895592,-20
407,1,0,0,2,9.2972967,3432,5.06747597636327,-21
407,1,0,0,1,6.0586556,3416,3.96926203480249,-19
407,1,0,0,3,14.8784524,3440,4.16251975635939,-20
407,1,0,0,2,11.8467061,3414,4.45699534333127,-20
407,1,0,0,1,6.0659546,3424,5.34967909949922,-21
407,1,0,0,1,6.476456,3436,4.48787107962022,-21
407,1,0,0,1,5.9535401,3440,3.75561041250498,-19
407,1,0,0,2,10.0573381,3472,4.73889853781286,-20
407,1,0,0,3,12.9723434,3436,3.62024761045557,-21
407,1,0,0,1,6.147215,3410,5.68410151123207,-20
407,1,0,0,1,6.5350793,3440,3.64059864547887,-21
407,1,0,0,1,5.2561694,3428,3.92290395318877,-21
407,1,0,0,2,6.873309,3432,3.98141317075365,-20
407,1,0,0,1,6.2754346,3460,4.11214984016074,-21
407,1,0,0,2,11.1289816,3420,3.81216400539497,-20
407,1,0,0,2,12.0564477,3406,5.36441547183253,-19
407,1,0,0,1,5.7530273,3432,4.40569003679632,-19
407,1,0,0,1,6.3125206,3428,4.26539455539447,-19
407,1,0,0,1,6.0682516,3440,4.01067320352923,-19
407,1,0,0,1,7.0499213,3414,4.4189910559621,-19
407,1,0,0,1,4.9921682,3452,3.75298456097211,-19
407,1,0,0,1,6.037712,3414,4.16242966014178,-19
407,1,0,0,2,10.1004427,3414,3.76402995113913,-19
407,1,0,0,1,6.0593097,3410,4.15360358339688,-19
407,1,0,0,1,5.4782702,3444,3.81153920625458,-19
407,1,0,0,1,6.31999,3444,3.59931555415422,-19
407,1,0,0,2,11.7900729,3432,3.77490256032766,-19
407,1,0,0,3,11.7969719,3444,5.64686536856526,-19
407,1,0,0,1,6.7376715,3420,4.65179024147443,-20
407,1,0,0,1,6.095539,3406,3.63731859782823,-19
