firmware_size,done,not_done,missing,attempts,duration_sec,0237.vcc,0241.vcc,0242.vcc,0237.ReadRate,0241.ReadRate,0242.ReadRate,0237.peak_rssi,0241.peak_rssi,0242.peak_rssi
115,3,0,0,1,4.99648,3538,3968,3898,2.66291586091271,26.5059346787746,34.4110795205637,-26,-17,-16
115,3,0,0,2,7.4840212,3514,3964,3882,75.6013819932628,21.3502997048321,83.7408722449253,-19,-17,-18
115,3,0,0,1,4.7499943,3534,3964,3878,2.86804717249267,155.742597695916,265.562454215197,-22,-17,-17
115,3,0,0,1,4.2485233,3510,3944,3866,20.6602890649911,26.8181534762696,186.950332638056,-22,-17,-17
115,3,0,0,1,5.1794549,3526,3952,3866,2.73188215753125,149.759948417228,159.094659704612,-21,-17,-18
115,3,0,0,1,4.5719292,3502,3968,3886,35.426822355742,14.0749717444942,35.0258035094454,-20,-18,-19
115,3,0,0,1,4.3672973,3514,3956,3854,22.0227450911301,21.8083482357046,21.7990066192684,-21,-18,-17
115,3,0,0,2,7.4158509,3522,3956,3862,2.751185279398,93.1264975562511,235.287551482831,-24,-17,-17
115,3,0,0,1,4.4244588,3518,3960,3878,2.94373752223258,55.5165640973796,136.520674749078,-24,-17,-17
115,3,0,0,1,4.5110048,3500,3948,3854,6.57389152684547,6.55028555969897,26.0023415108531,-23,-17,-18
115,3,0,0,1,4.5126576,3514,3960,3890,2.85001293905874,68.0083967700545,169.949380576995,-24,-17,-16
115,3,0,0,2,7.3096582,3526,3952,3866,2.65538587934829,126.973713795959,215.079090089549,-22,-17,-17
115,3,0,0,1,4.8086812,3500,3890,3894,13.9216046598395,27.4421074440833,26.9695527234529,-22,-18,-17
115,3,0,0,1,4.690253,3518,3960,3882,2.57538008747021,79.4400654176126,138.347136022136,-20,-16,-17
115,3,0,0,1,4.4921872,3500,3940,3842,16.6646946777965,16.5992598390038,157.03997824583,-24,-18,-17
115,3,0,0,1,4.4044777,3506,3952,3866,9.36041238232792,83.6686276113908,72.848134404808,-24,-18,-17
