firmware_size,done,not_done,missing,attempts,duration_sec,0237.vcc,0239.vcc,0242.vcc,0237.ReadRate,0239.ReadRate,0242.ReadRate,0237.peak_rssi,0239.peak_rssi,0242.peak_rssi
407,3,0,0,1,7.3546793,3678,3718,3800,2.10525473687579,6.30897179952695,35.6661962924779,-18,-17,-18
407,3,0,0,1,7.0834124,3628,3702,3834,24.4756209465034,2.21433476180069,85.9002266664699,-20,-19,-18
407,3,0,0,1,7.056312,3628,3698,3832,38.6401666679189,2.13978029163922,146.478466603971,-17,-17,-17
407,3,0,0,1,6.5430563,3624,3660,3828,5.61395629535024,5.58134446774346,44.2059777533417,-18,-18,-18
407,3,0,0,1,6.3858749,3616,3678,3832,28.1462790267298,13.8238113768585,68.8510819947536,-21,-18,-18
407,3,0,0,1,7.1276542,3624,3656,3812,34.1011394327389,11.3310082104485,22.2325974343583,-17,-18,-18
407,3,0,0,1,6.7749959,3624,3656,3820,79.8261531522804,3.61042763710148,71.7774611594213,-18,-18,-18
407,3,0,0,1,6.2431703,3620,3656,3820,38.8630989046436,12.8883501558524,95.2802605343444,-20,-18,-18
407,3,0,0,1,6.7280568,3616,3644,3808,4.75487660144244,4.74447221542181,18.8947247345645,-18,-18,-19
407,3,0,0,1,6.3489468,3600,3660,3816,65.4393685307588,30.8334064199263,13.5897215500029,-18,-20,-18
407,3,0,0,1,5.9467636,3612,3690,3812,32.5090735146256,2.31600069294741,83.2895099407187,-20,-21,-19
407,3,0,0,1,6.7688968,3620,3652,3820,4.42435981725624,22.0393834967333,105.386987605173,-19,-19,-18
407,3,0,0,1,6.1589045,3616,3648,3816,5.70932349654957,11.3863767695141,17.0430627065406,-21,-19,-19
407,3,0,0,1,7.3179952,3616,3660,3820,10.2963813367792,25.6697757899103,20.4267870757675,-22,-18,-19
407,3,0,0,1,7.0992729,3608,3656,3820,12.7853939659333,12.704938600208,38.0124072497263,-20,-21,-18
407,3,0,0,2,9.0074435,3612,3652,3816,55.8217277303205,44.8742162520157,7.87180709664401,-20,-20,-18
407,3,0,0,1,7.0612258,3616,3678,3816,28.7729874590057,5.73507289564404,100.551244265786,-18,-18,-19
407,3,0,0,1,7.3124622,3632,3660,3808,23.8327181512961,5.93190528645467,5.91355214658986,-20,-20,-18
407,3,0,0,1,7.3053144,3600,3670,3828,7.72426237156483,15.3544144325354,143.621685362683,-20,-17,-19
407,3,0,0,2,10.0639281,3608,3690,3816,15.1391591509152,10.0295671639995,34.9270025646399,-18,-20,-18
407,3,0,0,1,7.3468124,3624,3674,3834,2.19800750619563,19.7499871076473,149.077233845618,-18,-19,-18
407,3,0,0,1,7.6850319,3604,3666,3828,4.33840796913483,47.2826449051876,141.475157176756,-19,-20,-19
407,3,0,0,1,7.1597234,3600,3690,3828,6.95108176209923,13.8146256823562,27.4910499450523,-21,-19,-19
407,3,0,0,1,7.1454811,3600,3674,3832,6.57069941152816,13.0334085361006,25.9018707626158,-18,-19,-18
407,3,0,0,1,6.2934454,3596,3666,3816,11.4714155267903,5.68685233860429,67.9047206230032,-19,-18,-18
407,3,0,0,1,6.7011973,3620,3664,3816,11.7311478986875,11.6354497246762,63.1772892577932,-21,-20,-18
407,3,0,0,1,7.405102,3612,3674,3824,24.5078216712864,2.71512181665543,102.63233021034,-18,-18,-18
407,3,0,0,1,7.3143194,3644,3670,3812,2.14669389819433,38.5137459838722,72.2203400091125,-20,-17,-18
407,3,0,0,1,6.2938361,3608,3698,3828,4.57506561787862,9.09986418452705,178.628206822883,-21,-17,-18
407,3,0,0,1,6.3908221,3628,3664,3800,4.38604763160007,21.8715483962687,56.279395161011,-18,-18,-18
407,3,0,0,1,6.5368104,3616,3664,3804,8.73871504186281,8.67465949792806,169.966567576158,-21,-19,-18
407,3,0,0,1,7.2126349,3604,3674,3828,18.992486572312,9.46476292425208,88.7347084410993,-18,-19,-18
407,3,0,0,1,6.9998628,3612,3686,3800,5.63965534938229,11.2132262245964,66.8711064994815,-17,-21,-18
407,3,0,0,1,6.5964581,3624,3666,3812,5.18716053276288,10.0594361786616,65.0359974245745,-19,-21,-19
407,3,0,0,1,7.9228737,3604,3690,3808,17.9614233529936,40.3607986325761,2.23628747654414,-18,-18,-18
407,3,0,0,1,6.9999251,3616,3690,3808,35.1343537688119,15.0213453317164,64.3800522865071,-19,-18,-19
407,3,0,0,2,10.926667,3616,3666,3808,7.61276020414378,22.7603960005432,22.6324735256641,-22,-19,-18
407,3,0,0,1,7.8491468,3596,3666,3808,19.3385818244405,12.8060321533855,38.0419552043297,-19,-19,-19
407,3,0,0,1,7.4464356,3620,3674,3808,6.09731931356379,6.07004958623507,36.3262973331654,-19,-20,-18
407,3,0,0,1,6.1000649,3616,3660,3812,6.02821445493488,29.3679546276848,152.09748278666,-18,-19,-17
407,3,0,0,1,6.8292844,3600,3674,3828,11.6794118248205,5.80282017060291,51.9346823270892,-19,-18,-18
407,3,0,0,1,6.8836367,3600,3674,3824,28.4878574068785,7.05999299648695,42.0522330787071,-21,-17,-19
407,3,0,0,1,6.9214567,3616,3686,3804,3.95612342630355,43.3467130187518,86.6797973426338,-20,-19,-18
407,3,0,0,1,5.7707202,3616,3666,3808,13.775840894548,6.81367859605515,27.1566818336735,-20,-21,-19
407,3,0,0,1,6.9678084,3604,3664,3808,3.64977356804784,32.6029546971077,114.650302246859,-18,-18,-18
407,3,0,0,2,9.9384838,3608,3686,3804,6.39603343590439,12.7218774946807,87.7823299186007,-18,-18,-18
407,3,0,0,1,6.6832421,3608,3674,3824,34.7576436403071,4.95294209713512,115.966745672096,-17,-18,-18
407,3,0,0,1,6.5077763,3624,3670,3808,4.65417393299572,41.7695822763309,91.4581306964125,-18,-20,-18
407,3,0,0,1,6.9975835,3608,3674,3820,4.86817469736992,9.54824849316704,33.3878509241996,-17,-20,-18
407,3,0,0,1,7.0896807,3612,3682,3828,5.33634445463093,31.4763345178927,88.5579022820851,-18,-18,-19
