Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 21:40:48

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.172499895095825,-0.00624954327940941,
2,-0.04,0.201249897480011,-0.0374995395541191,
3,-0.035,0.172499895095825,0.05625044927001,
4,-0.03,0.201249897480011,-0.00624954327940941,
5,-0.025,0.172499895095825,0.05625044927001,
6,-0.02,0.143749892711639,0.0250004529953003,
7,-0.015,0.201249897480011,0.0250004529953003,
8,-0.01,0.143749892711639,-0.00624954327940941,
9,-0.005,0.201249897480011,0.0250004529953003,
10,0,1.89750003814697,2.02500021457672,
11,0.005,2.0412500500679,1.99375021830201,
12,0.01,2.01250004768372,2.02500021457672,
13,0.015,2.01250004768372,1.99375021830201,
14,0.02,2.0412500500679,1.99375021830201,
15,0.025,2.01250004768372,2.05625021085143,
16,0.03,1.98375004529953,2.02500021457672,
17,0.035,2.01250004768372,2.02500021457672,
18,0.04,2.0412500500679,2.02500021457672,
19,0.045,1.98375004529953,2.02500021457672,
20,0.05,1.98375004529953,2.05625021085143,
21,0.055,2.01250004768372,1.99375021830201,
22,0.06,2.01250004768372,2.02500021457672,
23,0.065,2.01250004768372,2.02500021457672,
24,0.07,2.0412500500679,1.99375021830201,
25,0.075,2.01250004768372,2.02500021457672,
26,0.08,2.01250004768372,1.99375021830201,
27,0.085,2.01250004768372,2.02500021457672,
28,0.09,2.0412500500679,2.05625021085143,
29,0.095,2.0412500500679,2.02500021457672,
30,0.1,2.07000005245209,2.05625021085143,
31,0.105,2.0412500500679,2.05625021085143,
32,0.11,2.0412500500679,2.05625021085143,
33,0.115,2.07000005245209,2.05625021085143,
34,0.12,2.09875005483627,2.08750020712614,
35,0.125,2.07000005245209,2.05625021085143,
36,0.13,2.09875005483627,2.08750020712614,
37,0.135,2.07000005245209,2.08750020712614,
38,0.14,2.07000005245209,2.08750020712614,
39,0.145,2.09875005483627,2.05625021085143,
40,0.15,2.09875005483627,2.08750020712614,
41,0.155,2.07000005245209,2.05625021085143,
42,0.16,2.07000005245209,2.11875020340085,
43,0.165,2.09875005483627,2.08750020712614,
44,0.17,2.09875005483627,2.08750020712614,
45,0.175,2.12750005722046,2.08750020712614,
46,0.18,2.09875005483627,2.05625021085143,
47,0.185,2.09875005483627,2.08750020712614,
48,0.19,2.09875005483627,2.08750020712614,
49,0.195,2.09875005483627,2.08750020712614,
50,0.2,2.07000005245209,2.08750020712614,
51,0.205,2.07000005245209,2.08750020712614,
52,0.21,2.07000005245209,2.11875020340085,
53,0.215,2.07000005245209,2.08750020712614,
54,0.22,2.09875005483627,2.05625021085143,
55,0.225,2.09875005483627,2.11875020340085,
56,0.23,2.07000005245209,2.08750020712614,
57,0.235,2.09875005483627,2.11875020340085,
58,0.24,2.07000005245209,2.08750020712614,
59,0.245,2.09875005483627,2.08750020712614,
60,0.25,2.09875005483627,2.08750020712614,
61,0.255,2.09875005483627,2.08750020712614,
62,0.26,2.09875005483627,2.08750020712614,
63,0.265,2.09875005483627,2.08750020712614,
64,0.27,2.07000005245209,2.05625021085143,
65,0.275,2.09875005483627,2.08750020712614,
66,0.28,2.09875005483627,2.11875020340085,
67,0.285,2.07000005245209,2.05625021085143,
68,0.29,2.07000005245209,2.08750020712614,
69,0.295,2.07000005245209,2.08750020712614,
70,0.3,2.12750005722046,2.11875020340085,
71,0.305,2.12750005722046,2.08750020712614,
72,0.31,2.12750005722046,2.11875020340085,
73,0.315,2.12750005722046,2.11875020340085,
74,0.32,2.12750005722046,2.11875020340085,
75,0.325,2.12750005722046,2.18125019595027,
76,0.33,2.15625005960464,2.15000019967556,
77,0.335,2.09875005483627,2.15000019967556,
78,0.34,2.18500006198883,2.15000019967556,
79,0.345,2.15625005960464,2.15000019967556,
80,0.35,2.15625005960464,2.18125019595027,
81,0.355,2.15625005960464,2.15000019967556,
82,0.36,2.18500006198883,2.15000019967556,
83,0.365,2.15625005960464,2.15000019967556,
84,0.37,2.18500006198883,2.15000019967556,
85,0.375,2.15625005960464,2.18125019595027,
86,0.38,2.15625005960464,2.15000019967556,
87,0.385,2.15625005960464,2.18125019595027,
88,0.39,2.18500006198883,2.18125019595027,
89,0.395,2.21375006437302,2.18125019595027,
90,0.4,2.15625005960464,2.18125019595027,
91,0.405,2.15625005960464,2.15000019967556,
92,0.41,2.15625005960464,2.18125019595027,
93,0.415,2.18500006198883,2.18125019595027,
94,0.42,2.12750005722046,2.11875020340085,
95,0.425,2.18500006198883,2.18125019595027,
96,0.43,2.18500006198883,2.21250019222498,
97,0.435,2.18500006198883,2.18125019595027,
98,0.44,2.12750005722046,2.21250019222498,
99,0.445,2.12750005722046,2.18125019595027,
100,0.45,2.15625005960464,2.18125019595027,
101,0.455,2.18500006198883,2.18125019595027,
102,0.46,2.18500006198883,2.18125019595027,
103,0.465,2.21375006437302,2.18125019595027,
104,0.47,2.18500006198883,2.15000019967556,
105,0.475,2.12750005722046,2.21250019222498,
106,0.48,2.18500006198883,2.18125019595027,
107,0.485,2.15625005960464,2.15000019967556,
108,0.49,2.12750005722046,2.18125019595027,
109,0.495,2.15625005960464,2.15000019967556,
110,0.5,2.15625005960464,2.18125019595027,
111,0.505,2.15625005960464,2.18125019595027,
112,0.51,2.15625005960464,2.18125019595027,
113,0.515,2.15625005960464,2.18125019595027,
114,0.52,2.15625005960464,2.15000019967556,
115,0.525,2.15625005960464,2.18125019595027,
116,0.53,2.15625005960464,2.15000019967556,
117,0.535,2.15625005960464,2.18125019595027,
118,0.54,2.15625005960464,2.15000019967556,
119,0.545,2.15625005960464,2.11875020340085,
120,0.55,2.18500006198883,2.18125019595027,
121,0.555,2.15625005960464,2.18125019595027,
122,0.56,2.12750005722046,2.15000019967556,
123,0.565,2.15625005960464,2.21250019222498,
124,0.57,2.15625005960464,2.18125019595027,
125,0.575,2.15625005960464,2.15000019967556,
126,0.58,2.15625005960464,2.15000019967556,
127,0.585,2.12750005722046,2.18125019595027,
128,0.59,2.15625005960464,2.11875020340085,
129,0.595,2.12750005722046,2.18125019595027,
130,0.6,2.15625005960464,2.15000019967556,
131,0.605,2.12750005722046,2.11875020340085,
132,0.61,2.15625005960464,2.11875020340085,
133,0.615,2.18500006198883,2.15000019967556,
134,0.62,2.15625005960464,2.15000019967556,
