Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 21:30:33

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.229999899864197,-0.00624954327940941,
2,-0.04,0.201249897480011,0.0250004529953003,
3,-0.035,0.229999899864197,-0.00624954327940941,
4,-0.03,0.201249897480011,-0.0374995395541191,
5,-0.025,0.172499895095825,0.0250004529953003,
6,-0.02,0.201249897480011,0.05625044927001,
7,-0.015,0.201249897480011,0.0250004529953003,
8,-0.01,0.143749892711639,-0.00624954327940941,
9,-0.005,0.201249897480011,0.0250004529953003,
10,0,1.92625004053116,2.02500021457672,
11,0.005,2.0412500500679,2.05625021085143,
12,0.01,2.0412500500679,1.99375021830201,
13,0.015,2.0412500500679,2.02500021457672,
14,0.02,2.01250004768372,2.02500021457672,
15,0.025,2.0412500500679,2.02500021457672,
16,0.03,2.01250004768372,2.02500021457672,
17,0.035,2.0412500500679,2.02500021457672,
18,0.04,2.0412500500679,2.05625021085143,
19,0.045,2.01250004768372,2.02500021457672,
20,0.05,2.0412500500679,2.02500021457672,
21,0.055,2.01250004768372,2.05625021085143,
22,0.06,2.0412500500679,2.02500021457672,
23,0.065,2.01250004768372,1.99375021830201,
24,0.07,2.01250004768372,2.02500021457672,
25,0.075,2.01250004768372,1.99375021830201,
26,0.08,1.98375004529953,2.02500021457672,
27,0.085,2.01250004768372,1.99375021830201,
28,0.09,2.01250004768372,1.99375021830201,
29,0.095,1.98375004529953,2.02500021457672,
30,0.1,2.01250004768372,1.99375021830201,
31,0.105,2.01250004768372,2.02500021457672,
32,0.11,1.98375004529953,2.02500021457672,
33,0.115,2.01250004768372,2.02500021457672,
34,0.12,1.95500004291534,1.99375021830201,
35,0.125,1.98375004529953,1.99375021830201,
36,0.13,2.01250004768372,2.02500021457672,
37,0.135,1.95500004291534,1.99375021830201,
38,0.14,1.98375004529953,2.02500021457672,
39,0.145,1.98375004529953,1.99375021830201,
40,0.15,1.98375004529953,1.99375021830201,
41,0.155,1.98375004529953,1.99375021830201,
42,0.16,1.98375004529953,1.99375021830201,
43,0.165,1.95500004291534,2.02500021457672,
44,0.17,1.98375004529953,2.02500021457672,
45,0.175,2.01250004768372,1.99375021830201,
46,0.18,2.01250004768372,1.9625002220273,
47,0.185,1.98375004529953,2.02500021457672,
48,0.19,2.01250004768372,1.99375021830201,
49,0.195,1.98375004529953,1.99375021830201,
50,0.2,2.01250004768372,1.99375021830201,
51,0.205,2.01250004768372,1.99375021830201,
52,0.21,1.98375004529953,1.99375021830201,
53,0.215,1.98375004529953,1.99375021830201,
54,0.22,2.0412500500679,1.99375021830201,
55,0.225,1.98375004529953,1.99375021830201,
56,0.23,1.95500004291534,1.9625002220273,
57,0.235,1.98375004529953,2.02500021457672,
58,0.24,2.01250004768372,1.99375021830201,
59,0.245,2.01250004768372,1.99375021830201,
60,0.25,1.98375004529953,2.02500021457672,
61,0.255,1.98375004529953,1.99375021830201,
62,0.26,1.98375004529953,2.02500021457672,
63,0.265,1.98375004529953,1.99375021830201,
64,0.27,1.95500004291534,1.9625002220273,
65,0.275,2.01250004768372,1.99375021830201,
66,0.28,1.95500004291534,1.99375021830201,
67,0.285,1.98375004529953,1.99375021830201,
68,0.29,2.01250004768372,1.9625002220273,
69,0.295,1.95500004291534,1.99375021830201,
70,0.3,1.98375004529953,1.99375021830201,
71,0.305,1.98375004529953,1.99375021830201,
72,0.31,1.95500004291534,1.99375021830201,
73,0.315,1.98375004529953,1.99375021830201,
74,0.32,1.98375004529953,1.99375021830201,
75,0.325,1.98375004529953,1.99375021830201,
76,0.33,1.98375004529953,1.9625002220273,
77,0.335,1.98375004529953,1.99375021830201,
78,0.34,1.98375004529953,1.9625002220273,
79,0.345,1.95500004291534,1.99375021830201,
80,0.35,1.98375004529953,1.99375021830201,
81,0.355,1.98375004529953,1.9625002220273,
82,0.36,1.98375004529953,1.9625002220273,
83,0.365,1.95500004291534,1.93125022575259,
84,0.37,1.98375004529953,1.9625002220273,
85,0.375,1.95500004291534,1.9625002220273,
86,0.38,1.98375004529953,1.9625002220273,
87,0.385,1.95500004291534,1.99375021830201,
88,0.39,1.98375004529953,1.9625002220273,
89,0.395,1.98375004529953,1.9625002220273,
90,0.4,1.98375004529953,1.9625002220273,
91,0.405,1.98375004529953,1.99375021830201,
92,0.41,1.98375004529953,1.9625002220273,
93,0.415,1.92625004053116,1.9625002220273,
94,0.42,1.98375004529953,1.9625002220273,
95,0.425,1.95500004291534,1.9625002220273,
96,0.43,1.98375004529953,1.99375021830201,
97,0.435,1.95500004291534,1.9625002220273,
98,0.44,1.95500004291534,1.9625002220273,
99,0.445,1.98375004529953,1.99375021830201,
100,0.45,2.01250004768372,1.9625002220273,
101,0.455,1.95500004291534,1.9625002220273,
102,0.46,1.95500004291534,1.9625002220273,
103,0.465,1.98375004529953,1.9625002220273,
104,0.47,1.98375004529953,1.9625002220273,
105,0.475,1.95500004291534,1.9625002220273,
106,0.48,1.95500004291534,1.99375021830201,
107,0.485,1.98375004529953,1.93125022575259,
108,0.49,1.95500004291534,1.99375021830201,
109,0.495,1.95500004291534,1.9625002220273,
110,0.5,1.95500004291534,1.9625002220273,
111,0.505,1.98375004529953,1.99375021830201,
112,0.51,2.01250004768372,2.02500021457672,
113,0.515,1.95500004291534,1.99375021830201,
114,0.52,1.95500004291534,1.9625002220273,
115,0.525,1.98375004529953,1.99375021830201,
