Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 21:36:40

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.143749892711639,0.0250004529953003,
2,-0.04,0.172499895095825,0.0250004529953003,
3,-0.035,0.172499895095825,0.0250004529953003,
4,-0.03,0.172499895095825,0.0250004529953003,
5,-0.025,0.172499895095825,0.05625044927001,
6,-0.02,0.172499895095825,0.0250004529953003,
7,-0.015,0.172499895095825,0.05625044927001,
8,-0.01,0.201249897480011,0.05625044927001,
9,-0.005,0.201249897480011,0.0250004529953003,
10,0,1.92625004053116,2.02500021457672,
11,0.005,1.98375004529953,2.02500021457672,
12,0.01,1.95500004291534,1.99375021830201,
13,0.015,1.92625004053116,1.9625002220273,
14,0.02,1.92625004053116,1.93125022575259,
15,0.025,1.92625004053116,1.93125022575259,
16,0.03,1.92625004053116,1.93125022575259,
17,0.035,1.89750003814697,1.90000022947788,
18,0.04,1.92625004053116,1.90000022947788,
19,0.045,1.86875003576279,1.90000022947788,
20,0.05,1.86875003576279,1.90000022947788,
21,0.055,1.89750003814697,1.90000022947788,
22,0.06,1.92625004053116,1.86875023320317,
23,0.065,1.86875003576279,1.90000022947788,
24,0.07,1.86875003576279,1.90000022947788,
25,0.075,1.89750003814697,1.90000022947788,
26,0.08,1.92625004053116,1.90000022947788,
27,0.085,1.86875003576279,1.86875023320317,
28,0.09,1.89750003814697,1.93125022575259,
29,0.095,1.86875003576279,1.90000022947788,
30,0.1,1.86875003576279,1.90000022947788,
31,0.105,1.89750003814697,1.90000022947788,
32,0.11,1.86875003576279,1.90000022947788,
33,0.115,1.86875003576279,1.86875023320317,
34,0.12,1.89750003814697,1.90000022947788,
35,0.125,1.89750003814697,1.90000022947788,
36,0.13,1.89750003814697,1.86875023320317,
37,0.135,1.86875003576279,1.90000022947788,
38,0.14,1.89750003814697,1.93125022575259,
39,0.145,1.89750003814697,1.86875023320317,
40,0.15,1.89750003814697,1.86875023320317,
41,0.155,1.89750003814697,1.90000022947788,
42,0.16,1.89750003814697,1.93125022575259,
43,0.165,1.86875003576279,1.90000022947788,
44,0.17,1.86875003576279,1.86875023320317,
45,0.175,1.86875003576279,1.86875023320317,
46,0.18,1.89750003814697,1.86875023320317,
47,0.185,1.89750003814697,1.90000022947788,
48,0.19,1.86875003576279,1.86875023320317,
49,0.195,1.86875003576279,1.86875023320317,
50,0.2,1.8400000333786,1.86875023320317,
51,0.205,1.86875003576279,1.86875023320317,
52,0.21,1.86875003576279,1.86875023320317,
53,0.215,1.86875003576279,1.83750023692846,
54,0.22,1.86875003576279,1.86875023320317,
55,0.225,1.8400000333786,1.86875023320317,
56,0.23,1.86875003576279,1.86875023320317,
57,0.235,1.8400000333786,1.90000022947788,
58,0.24,1.86875003576279,1.90000022947788,
59,0.245,1.86875003576279,1.83750023692846,
60,0.25,1.86875003576279,1.86875023320317,
61,0.255,1.89750003814697,1.90000022947788,
62,0.26,1.86875003576279,1.93125022575259,
63,0.265,1.86875003576279,1.90000022947788,
64,0.27,1.89750003814697,1.90000022947788,
65,0.275,1.8400000333786,1.86875023320317,
66,0.28,1.86875003576279,1.90000022947788,
67,0.285,1.89750003814697,1.90000022947788,
68,0.29,1.89750003814697,1.90000022947788,
69,0.295,1.92625004053116,1.86875023320317,
70,0.3,1.89750003814697,1.90000022947788,
71,0.305,1.89750003814697,1.90000022947788,
72,0.31,1.89750003814697,1.90000022947788,
73,0.315,1.89750003814697,1.93125022575259,
74,0.32,1.89750003814697,1.93125022575259,
75,0.325,1.89750003814697,1.9625002220273,
76,0.33,1.86875003576279,1.93125022575259,
77,0.335,1.89750003814697,1.93125022575259,
78,0.34,1.89750003814697,1.90000022947788,
79,0.345,1.89750003814697,1.93125022575259,
80,0.35,1.89750003814697,1.90000022947788,
81,0.355,1.92625004053116,1.90000022947788,
82,0.36,1.89750003814697,1.93125022575259,
83,0.365,1.89750003814697,1.90000022947788,
84,0.37,1.89750003814697,1.93125022575259,
85,0.375,1.89750003814697,1.90000022947788,
86,0.38,1.92625004053116,1.90000022947788,
87,0.385,1.86875003576279,1.93125022575259,
88,0.39,1.92625004053116,1.90000022947788,
89,0.395,1.92625004053116,1.93125022575259,
90,0.4,1.89750003814697,1.93125022575259,
91,0.405,1.89750003814697,1.90000022947788,
92,0.41,1.92625004053116,1.90000022947788,
93,0.415,1.89750003814697,1.93125022575259,
94,0.42,1.92625004053116,1.90000022947788,
95,0.425,1.92625004053116,1.90000022947788,
96,0.43,1.86875003576279,1.93125022575259,
97,0.435,1.89750003814697,1.90000022947788,
98,0.44,1.89750003814697,1.90000022947788,
99,0.445,1.89750003814697,1.86875023320317,
100,0.45,1.89750003814697,1.86875023320317,
101,0.455,1.86875003576279,1.90000022947788,
102,0.46,1.89750003814697,1.86875023320317,
103,0.465,1.86875003576279,1.90000022947788,
104,0.47,1.89750003814697,1.90000022947788,
105,0.475,1.89750003814697,1.86875023320317,
106,0.48,1.89750003814697,1.90000022947788,
107,0.485,1.86875003576279,1.86875023320317,
108,0.49,1.86875003576279,1.86875023320317,
109,0.495,1.89750003814697,1.90000022947788,
110,0.5,1.89750003814697,1.90000022947788,
111,0.505,1.8400000333786,1.86875023320317,
112,0.51,1.86875003576279,1.90000022947788,
113,0.515,1.86875003576279,1.86875023320317,
114,0.52,1.86875003576279,1.90000022947788,
115,0.525,1.86875003576279,1.86875023320317,
116,0.53,1.8400000333786,1.83750023692846,
117,0.535,1.8400000333786,1.86875023320317,
118,0.54,1.89750003814697,1.90000022947788,
119,0.545,1.86875003576279,1.90000022947788,
120,0.55,1.89750003814697,1.86875023320317,
121,0.555,1.86875003576279,1.83750023692846,
122,0.56,1.86875003576279,1.90000022947788,
123,0.565,1.86875003576279,1.90000022947788,
124,0.57,1.86875003576279,1.83750023692846,
125,0.575,1.86875003576279,1.90000022947788,
126,0.58,1.89750003814697,1.90000022947788,
127,0.585,1.86875003576279,1.86875023320317,
128,0.59,1.8400000333786,1.86875023320317,
129,0.595,1.86875003576279,1.86875023320317,
130,0.6,1.86875003576279,1.90000022947788,
131,0.605,1.86875003576279,1.90000022947788,
132,0.61,1.86875003576279,1.90000022947788,
133,0.615,1.89750003814697,1.86875023320317,
134,0.62,1.86875003576279,1.83750023692846,
135,0.625,1.86875003576279,1.86875023320317,
136,0.63,1.89750003814697,1.90000022947788,
137,0.635,1.8400000333786,1.93125022575259,
138,0.64,1.86875003576279,1.86875023320317,
139,0.645,1.8400000333786,1.86875023320317,
140,0.65,1.86875003576279,1.83750023692846,
141,0.655,1.86875003576279,1.90000022947788,
142,0.66,1.8400000333786,1.83750023692846,
