Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 20:04:35

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,-0.0287501215934753,0.05625044927001,
2,-0.04,-0.0287501215934753,0.05625044927001,
3,-0.035,-0.0287501215934753,0.05625044927001,
4,-0.03,-0.0287501215934753,0.05625044927001,
5,-0.025,-0.0287501215934753,0.05625044927001,
6,-0.02,-0.0575001239776611,0.05625044927001,
7,-0.015,-0.0287501215934753,0.05625044927001,
8,-0.01,0.0287498831748962,0.0875004455447197,
9,-0.005,0.057499885559082,0.05625044927001,
10,0,2.15625005960464,2.11875020340085,
11,0.005,2.2425000667572,2.21250019222498,
12,0.01,2.21375006437302,2.18125019595027,
13,0.015,2.21375006437302,2.21250019222498,
14,0.02,2.21375006437302,2.21250019222498,
15,0.025,2.18500006198883,2.18125019595027,
16,0.03,2.18500006198883,2.21250019222498,
17,0.035,2.21375006437302,2.18125019595027,
18,0.04,2.21375006437302,2.18125019595027,
19,0.045,2.18500006198883,2.18125019595027,
20,0.05,2.18500006198883,2.18125019595027,
21,0.055,2.18500006198883,2.18125019595027,
22,0.06,2.18500006198883,2.18125019595027,
23,0.065,2.18500006198883,2.21250019222498,
24,0.07,2.15625005960464,2.15000019967556,
25,0.075,2.2425000667572,2.24375018849969,
26,0.08,2.21375006437302,2.18125019595027,
27,0.085,2.21375006437302,2.18125019595027,
28,0.09,2.18500006198883,2.18125019595027,
29,0.095,2.2425000667572,2.21250019222498,
30,0.1,2.18500006198883,2.18125019595027,
31,0.105,2.21375006437302,2.21250019222498,
32,0.11,2.15625005960464,2.21250019222498,
33,0.115,2.21375006437302,2.18125019595027,
34,0.12,2.18500006198883,2.21250019222498,
35,0.125,2.21375006437302,2.21250019222498,
36,0.13,2.15625005960464,2.21250019222498,
37,0.135,2.18500006198883,2.21250019222498,
38,0.14,2.15625005960464,2.18125019595027,
39,0.145,2.18500006198883,2.18125019595027,
40,0.15,2.18500006198883,2.21250019222498,
41,0.155,2.18500006198883,2.18125019595027,
42,0.16,2.15625005960464,2.21250019222498,
43,0.165,2.21375006437302,2.18125019595027,
44,0.17,2.18500006198883,2.21250019222498,
45,0.175,2.18500006198883,2.18125019595027,
46,0.18,2.18500006198883,2.18125019595027,
47,0.185,2.18500006198883,2.21250019222498,
48,0.19,2.18500006198883,2.18125019595027,
49,0.195,2.18500006198883,2.18125019595027,
50,0.2,2.18500006198883,2.18125019595027,
51,0.205,2.15625005960464,2.18125019595027,
52,0.21,2.18500006198883,2.18125019595027,
53,0.215,2.18500006198883,2.18125019595027,
54,0.22,2.18500006198883,2.21250019222498,
55,0.225,2.18500006198883,2.18125019595027,
56,0.23,2.18500006198883,2.18125019595027,
57,0.235,2.15625005960464,2.21250019222498,
58,0.24,2.18500006198883,2.18125019595027,
59,0.245,2.18500006198883,2.15000019967556,
60,0.25,2.18500006198883,2.18125019595027,
61,0.255,2.21375006437302,2.18125019595027,
62,0.26,2.18500006198883,2.21250019222498,
63,0.265,2.18500006198883,2.18125019595027,
64,0.27,2.18500006198883,2.18125019595027,
65,0.275,2.21375006437302,2.21250019222498,
66,0.28,2.18500006198883,2.18125019595027,
67,0.285,2.21375006437302,2.18125019595027,
68,0.29,2.18500006198883,2.21250019222498,
69,0.295,2.18500006198883,2.18125019595027,
70,0.3,2.18500006198883,2.21250019222498,
71,0.305,2.18500006198883,2.21250019222498,
72,0.31,2.18500006198883,2.18125019595027,
73,0.315,2.21375006437302,2.15000019967556,
74,0.32,2.18500006198883,2.21250019222498,
75,0.325,2.21375006437302,2.21250019222498,
76,0.33,2.21375006437302,2.18125019595027,
77,0.335,2.18500006198883,2.18125019595027,
78,0.34,2.18500006198883,2.18125019595027,
79,0.345,2.18500006198883,2.18125019595027,
80,0.35,2.18500006198883,2.18125019595027,
81,0.355,2.18500006198883,2.21250019222498,
82,0.36,2.21375006437302,2.18125019595027,
83,0.365,2.18500006198883,2.18125019595027,
84,0.37,2.21375006437302,2.18125019595027,
85,0.375,2.21375006437302,2.21250019222498,
86,0.38,2.18500006198883,2.18125019595027,
87,0.385,2.18500006198883,2.18125019595027,
88,0.39,2.15625005960464,2.18125019595027,
89,0.395,2.18500006198883,2.18125019595027,
90,0.4,2.21375006437302,2.21250019222498,
91,0.405,2.18500006198883,2.21250019222498,
92,0.41,2.21375006437302,2.21250019222498,
93,0.415,2.18500006198883,2.18125019595027,
94,0.42,2.2425000667572,2.18125019595027,
95,0.425,2.21375006437302,2.21250019222498,
96,0.43,2.18500006198883,2.24375018849969,
97,0.435,2.18500006198883,2.21250019222498,
98,0.44,2.18500006198883,2.15000019967556,
99,0.445,2.18500006198883,2.18125019595027,
100,0.45,2.18500006198883,2.21250019222498,
101,0.455,2.18500006198883,2.21250019222498,
102,0.46,2.18500006198883,2.18125019595027,
103,0.465,2.18500006198883,2.15000019967556,
104,0.47,2.18500006198883,2.21250019222498,
105,0.475,2.18500006198883,2.21250019222498,
106,0.48,2.18500006198883,2.18125019595027,
107,0.485,2.2425000667572,2.18125019595027,
108,0.49,2.21375006437302,2.18125019595027,
109,0.495,2.21375006437302,2.21250019222498,
110,0.5,2.18500006198883,2.18125019595027,
111,0.505,2.21375006437302,2.21250019222498,
112,0.51,2.18500006198883,2.21250019222498,
113,0.515,2.21375006437302,2.18125019595027,
114,0.52,2.18500006198883,2.21250019222498,
115,0.525,2.18500006198883,2.18125019595027,
116,0.53,2.18500006198883,2.18125019595027,
117,0.535,2.18500006198883,2.18125019595027,
118,0.54,2.18500006198883,2.21250019222498,
119,0.545,2.18500006198883,2.21250019222498,
120,0.55,2.21375006437302,2.15000019967556,
121,0.555,2.21375006437302,2.21250019222498,
122,0.56,2.18500006198883,2.18125019595027,
123,0.565,2.18500006198883,2.21250019222498,
124,0.57,2.18500006198883,2.21250019222498,
125,0.575,2.18500006198883,2.18125019595027,
126,0.58,2.18500006198883,2.18125019595027,
127,0.585,2.18500006198883,2.18125019595027,
128,0.59,2.21375006437302,2.21250019222498,
129,0.595,2.18500006198883,2.21250019222498,
130,0.6,2.18500006198883,2.21250019222498,
131,0.605,2.18500006198883,2.21250019222498,
132,0.61,2.18500006198883,2.18125019595027,
133,0.615,2.18500006198883,2.18125019595027,
134,0.62,2.18500006198883,2.21250019222498,
135,0.625,2.18500006198883,2.18125019595027,
136,0.63,2.18500006198883,2.21250019222498,
137,0.635,2.18500006198883,2.21250019222498,
138,0.64,2.18500006198883,2.21250019222498,
139,0.645,2.21375006437302,2.18125019595027,
140,0.65,2.18500006198883,2.21250019222498,
141,0.655,2.21375006437302,2.21250019222498,
142,0.66,2.18500006198883,2.18125019595027,
143,0.665,2.21375006437302,2.21250019222498,
144,0.67,2.21375006437302,2.18125019595027,
145,0.675,2.18500006198883,2.21250019222498,
146,0.68,2.18500006198883,2.18125019595027,
147,0.685,2.21375006437302,2.21250019222498,
148,0.69,2.18500006198883,2.18125019595027,
149,0.695,2.18500006198883,2.18125019595027,
150,0.7,2.21375006437302,2.18125019595027,
151,0.705,2.18500006198883,2.18125019595027,
152,0.71,2.21375006437302,2.18125019595027,
153,0.715,2.18500006198883,2.21250019222498,
154,0.72,2.18500006198883,2.21250019222498,
155,0.725,2.18500006198883,2.18125019595027,
156,0.73,2.21375006437302,2.18125019595027,
157,0.735,2.21375006437302,2.21250019222498,
158,0.74,2.15625005960464,2.18125019595027,
159,0.745,2.21375006437302,2.21250019222498,
160,0.75,2.21375006437302,2.18125019595027,
161,0.755,2.18500006198883,2.15000019967556,
162,0.76,2.18500006198883,2.21250019222498,
163,0.765,2.21375006437302,2.18125019595027,
164,0.77,2.18500006198883,2.21250019222498,
165,0.775,2.18500006198883,2.21250019222498,
166,0.78,2.2425000667572,2.21250019222498,
167,0.785,2.21375006437302,2.18125019595027,
168,0.79,2.18500006198883,2.18125019595027,
169,0.795,2.21375006437302,2.21250019222498,
170,0.8,2.21375006437302,2.18125019595027,
171,0.805,2.15625005960464,2.21250019222498,
172,0.81,2.18500006198883,2.21250019222498,
173,0.815,2.18500006198883,2.21250019222498,
174,0.82,2.18500006198883,2.21250019222498,
175,0.825,2.21375006437302,2.18125019595027,
176,0.83,2.18500006198883,2.18125019595027,
177,0.835,2.18500006198883,2.18125019595027,
178,0.84,2.18500006198883,2.21250019222498,
179,0.845,2.18500006198883,2.21250019222498,
180,0.85,2.18500006198883,2.18125019595027,
181,0.855,2.18500006198883,2.21250019222498,
182,0.86,2.18500006198883,2.21250019222498,
183,0.865,2.18500006198883,2.21250019222498,
184,0.87,2.18500006198883,2.18125019595027,
185,0.875,2.21375006437302,2.21250019222498,
186,0.88,2.21375006437302,2.21250019222498,
187,0.885,2.18500006198883,2.18125019595027,
188,0.89,2.15625005960464,2.18125019595027,
189,0.895,2.18500006198883,2.21250019222498,
190,0.9,2.15625005960464,2.15000019967556,
191,0.905,2.18500006198883,2.18125019595027,
192,0.91,2.18500006198883,2.21250019222498,
193,0.915,2.18500006198883,2.21250019222498,
194,0.92,2.18500006198883,2.21250019222498,
195,0.925,2.18500006198883,2.18125019595027,
196,0.93,2.15625005960464,2.18125019595027,
197,0.935,2.21375006437302,2.21250019222498,
198,0.94,2.21375006437302,2.18125019595027,
199,0.945,2.18500006198883,2.24375018849969,
200,0.95,2.18500006198883,2.21250019222498,
201,0.955,2.21375006437302,2.18125019595027,
202,0.96,2.18500006198883,2.21250019222498,
203,0.965,2.18500006198883,2.18125019595027,
204,0.97,2.15625005960464,2.21250019222498,
205,0.975,2.21375006437302,2.18125019595027,
206,0.98,2.21375006437302,2.18125019595027,
207,0.985,2.15625005960464,2.18125019595027,
208,0.99,2.21375006437302,2.18125019595027,
209,0.995,2.15625005960464,2.18125019595027,
210,1,2.21375006437302,2.21250019222498,
211,1.005,2.18500006198883,2.21250019222498,
212,1.01,2.21375006437302,2.18125019595027,
213,1.015,2.15625005960464,2.21250019222498,
214,1.02,2.18500006198883,2.21250019222498,
215,1.025,2.21375006437302,2.21250019222498,
