firmware_size,done,not_done,missing,attempts,duration_sec,0237.vcc,0241.vcc,0242.vcc,0237.ReadRate,0241.ReadRate,0242.ReadRate,0237.peak_rssi,0241.peak_rssi,0242.peak_rssi
407,0,3,0,10,27.0246857,3366,3328,3452,8.41413827654608,1.40128323913907,54.644058411416,-23,-21,-20
407,0,2,1,10,29.6728011,3366,3346,3456,13.6334244825142,0,73.0072595498606,-22,-20,-19
407,0,3,0,10,16.3237824,2976,3308,3432,7.58340417496733,2.52230219601718,5.04354343222209,-22,-20,-20
407,0,3,0,10,24.5192555,3242,3256,3448,16.336016614818,2.71754933574942,21.7375060287614,-23,-21,-19
407,0,2,1,10,22.0518895,3202,3292,3452,15.2333343133445,1.52047317125089,69.9362470294199,-24,-20,-19
407,0,2,1,10,21.8180697,2846,3332,3444,10.6906822151949,7.12462573450438,3.56171780224915,-23,-20,-20
407,0,3,0,10,17.362815,3206,3230,3460,2.89357377773997,14.4149671180185,72.0643852043169,-22,-20,-18
407,0,3,0,10,16.9001799,3328,3292,3440,24.4825696345487,13.9864198856121,3.49537055646649,-23,-20,-20
407,0,3,0,10,25.4892435,3170,3312,3448,13.700141948693,1.52051848463911,47.1305334857119,-23,-20,-21
407,0,3,0,10,20.059779,3304,3284,3432,6.43889960751044,1.28629903725662,38.5846035599184,-23,-20,-19
407,0,3,0,10,26.685715,3264,3272,3440,14.3403304585751,3.58360386556182,3.5826152876643,-23,-20,-19
407,0,3,0,10,20.438472,3346,3198,3448,15.3832545582506,2.5600412883459,35.837192657676,-24,-20,-18
407,0,3,0,10,25.1913143,3386,3280,3436,9.61475410939398,0,87.4721603028267,-23,-21,-20
407,0,3,0,10,26.7765846,3268,3252,3440,2.82881190183004,5.64975262558129,5.64798642224064,-22,-21,-19
407,0,3,0,10,15.9302377,2956,3250,3444,14.1106415403176,7.05358147362719,3.52629327687503,-24,-21,-19
407,0,3,0,10,18.1614787,2746,3264,3460,4.10837144361394,4.08601970401282,59.237555466268,-23,-21,-20
407,0,3,0,10,24.4235168,3252,3238,3026,2.59680297198907,5.18213118254161,88.0755999502632,-23,-21,-19
407,0,3,0,10,20.1495755,3218,3296,3378,6.10436417782074,1.52438420213578,44.1995417269584,-24,-20,-20
407,0,3,0,10,18.8401819,2842,3214,3436,14.2824395263657,7.1391422391991,3.56827956471271,-23,-21,-19
407,0,3,0,10,21.5617782,3242,3292,3428,13.7958150395078,6.89584549444419,3.4461416309072,-22,-21,-18
407,0,3,0,10,19.3114653,2718,3292,3440,21.1330260591344,7.04224856179679,3.51976471076861,-23,-21,-20
407,0,3,0,10,16.8929952,3268,3320,3448,3.45061990386573,3.44972236634396,6.89827153459293,-23,-21,-18
407,0,3,0,10,22.7836571,3166,3280,3448,10.1462612549215,1.44791914471995,46.32414976366,-23,-21,-18
407,0,3,0,10,17.0394822,3268,3246,3436,15.2848085243377,1.90842571863202,3.81579042763182,-24,-21,-20
407,0,3,0,10,19.316188,3124,3214,3444,7.70800831231616,1.92400710651265,13.4646223779331,-23,-20,-18
407,0,3,0,10,16.107869,3292,3246,3460,2.27581721182351,4.55078724068477,25.0234936482411,-22,-21,-18
407,0,3,0,10,22.4104308,3156,3246,3444,9.56220633567886,2.38807566952089,16.7149609645965,-23,-21,-19
407,0,3,0,10,18.2451834,3218,3140,3436,2.01521609061379,4.02388335727879,34.1998915259911,-21,-20,-18
407,0,2,1,10,25.783605,3346,3300,3452,9.73714100986811,0.973236672764643,52.5508626662031,-23,-21,-18
407,0,3,0,10,20.8646521,3120,3296,3386,28.6385142911556,7.15780673349195,3.57802619616099,-23,-20,-19
407,0,3,0,10,19.8122001,3260,3174,3432,7.68304371459798,1.9182922594989,7.67128836219528,-23,-20,-20
407,0,3,0,10,27.1546549,3234,3308,3428,9.38298726791181,1.04151738250851,73.9355981369062,-23,-20,-20
407,0,3,0,10,19.2136077,3312,3250,3428,3.85489927822793,1.92538219799321,3.84971483237379,-21,-20,-20
407,0,3,0,10,28.5820885,3104,3284,3414,14.124228949514,7.06072327931056,3.52985195800888,-23,-20,-19
407,0,3,0,10,17.8541948,3264,3280,3448,5.11184591056161,2.55369559973988,26.80826879349,-22,-21,-19
407,0,3,0,10,20.9975925,3198,3218,3444,5.39154767071662,2.69184945670402,48.4443835600216,-23,-20,-18
407,0,3,0,10,18.9634578,3214,3218,3390,2.32042734846391,13.9207551731266,25.5190043505263,-21,-20,-19
407,0,3,0,10,18.2167059,3320,3238,3444,11.3131151624215,1.88372766346376,5.64986009063129,-24,-21,-19
407,0,3,0,10,21.166973,3182,3238,3460,1.44257325062388,5.75300756448582,37.3892361853603,-23,-20,-19
407,0,3,0,10,19.7502212,3088,3280,3448,7.32138921896152,3.65963090426552,3.65911936706017,-23,-21,-19
407,0,3,0,10,20.8471147,3264,3256,3444,2.37089807959626,9.48023879773508,4.73925675658064,-21,-20,-19
407,0,3,0,10,18.1091121,3242,3276,3440,7.3719912692033,1.47246085904544,53.0023942359307,-24,-20,-20
407,0,3,0,10,19.0672669,3312,3334,3440,14.2714428428714,3.56570179964536,3.56516788197298,-22,-21,-19
407,0,3,0,10,19.6097618,3342,3324,3382,13.6437421100798,6.82001237150244,3.40901691792826,-23,-20,-18
407,0,3,0,10,18.6664448,3210,3222,3452,2.01200442319052,6.02589205297322,16.0623895334257,-21,-20,-18
407,0,3,0,10,24.823333,3374,3296,3440,2.42718917900811,4.8535443007256,24.2652659461015,-22,-21,-20
407,0,3,0,10,26.2401768,3242,3222,3440,7.66342688908741,1.91324212270387,30.607640087821,-23,-21,-18
407,0,3,0,10,19.1821845,3234,3280,3448,6.58593119963066,1.09639637535744,62.4847145396779,-23,-20,-19
407,0,3,0,10,16.1886903,3206,3276,3432,1.42093088023826,7.10382164292925,32.6745899232417,-23,-21,-19
407,0,3,0,10,25.4975884,3238,3280,3018,5.75122666475726,2.86781728275746,57.3524722356682,-23,-20,-20
407,0,3,0,10,18.8190887,3144,3324,3440,5.81463214383888,1.45155050996598,47.8953060858388,-23,-20,-19
407,0,3,0,10,17.2735028,3280,3284,3436,2.59677228994676,1.29629524005573,51.8419913130967,-23,-21,-19
407,0,3,0,10,20.4795258,3218,3256,3440,12.7644499464679,0,87.3707881758069,-22,-20,-18
407,0,3,0,10,21.9284122,3156,3300,3444,9.5860497231138,1.36757616407741,46.4925348030809,-23,-20,-19
407,0,3,0,10,15.5871232,3296,3284,3410,21.881469111539,1.28536852158198,52.6900588252379,-22,-20,-18
407,0,3,0,10,20.0479678,3214,3182,3432,17.7050846347308,4.42117042086669,33.0076432498709,-23,-20,-19
407,0,3,0,10,22.5813394,3238,3276,3440,14.7442115208517,0,69.77619531045,-22,-21,-19
407,0,3,0,10,21.8479695,3334,3342,3436,9.70607837766135,1.0769938602734,103.382269402348,-22,-21,-20
407,0,3,0,10,22.3305771,3272,3304,3414,1.28914322252288,1.28808961497069,55.379550186687,-22,-21,-20
407,0,3,0,10,20.2035475,3334,3230,3420,2.07436860368441,4.139234750697,14.4821693462128,-22,-20,-20
407,0,3,0,10,16.5067541,2960,3214,3416,17.4935702382589,13.9918015039088,3.49735460097982,-23,-20,-19
407,0,3,0,10,23.3974406,3312,3328,3428,6.8174392042685,0,58.4303219871062,-22,-20,-19
407,0,2,1,10,24.6578783,3238,3268,3444,1.91081317712053,1.9084224407578,7.63123288099836,-23,-21,-19
407,0,3,0,10,16.4824152,3264,3304,3424,12.7110038867317,0.976519205105555,91.7813062374088,-24,-20,-19
407,0,3,0,10,20.2475853,3328,3260,3436,5.82460427395871,0,104.829494826664,-22,-20,-19
407,0,3,0,10,22.1595239,3284,3246,3436,1.85773329786301,7.43020023460857,22.2889445906125,-22,-21,-19
407,0,3,0,10,18.2362895,3312,3320,3432,1.07136593478446,9.63615691646405,84.5792988204828,-22,-20,-20
407,0,2,1,10,31.1672023,3186,3234,3420,7.06151105744363,3.52950809951519,10.5827608941586,-21,-21,-19
407,0,3,0,10,22.5939991,2796,3328,3428,17.587389982082,14.0655532140317,3.51524738553476,-23,-20,-20
407,0,3,0,10,15.7563168,3214,3276,3448,1.86123973828736,1.8593764729748,7.43566292652821,-23,-21,-18
407,0,3,0,10,13.2192161,3320,3304,3436,14.2297810819329,7.11362522434596,3.55628388249469,-22,-20,-20
407,0,3,0,10,16.4814433,3250,3292,3436,7.68226264145126,1.27811811933099,70.2925255401501,-22,-21,-19
407,0,3,0,10,19.8602581,3296,3334,3444,3.3199939664643,1.10543311532718,49.7376009963436,-23,-20,-18
407,0,3,0,10,16.1612978,2882,3292,3432,18.1819041326377,7.27147922247527,3.63430199595866,-23,-20,-19
407,0,3,0,10,16.4750067,3206,3284,3432,24.0855656925202,27.5216259776628,3.43936435043821,-23,-20,-19
407,0,3,0,10,22.1402956,3252,3252,3440,10.3280151801167,1.28961038291111,52.866601189447,-22,-21,-19
407,0,3,0,10,14.4726605,3062,3292,3428,28.752363084841,3.5927812402209,3.59158119002733,-23,-21,-19
407,0,3,0,10,24.0855522,3210,3300,3448,13.6425480514417,1.36259923980588,46.3200491973417,-23,-20,-19
407,0,3,0,10,21.2018736,3268,3250,3444,20.2320668649578,2.52522319185181,10.0974989252475,-23,-21,-20
407,0,3,0,10,19.4370745,3246,3230,3416,10.9592331868376,2.18603842836953,28.4121643403296,-24,-20,-18
407,0,3,0,10,20.5889657,3308,3300,3440,7.74877540290726,1.29055071670734,46.4515889282122,-24,-20,-20
407,0,3,0,10,21.6511824,3332,3260,3398,1.98609968552098,3.97129468773809,25.8081371468231,-22,-20,-18
407,0,3,0,10,22.5654829,3276,3226,3366,2.34382947046798,11.7174281276393,16.4014128645653,-22,-21,-19
407,0,3,0,10,18.3986821,3296,3284,3452,7.50708255703844,1.49982309586584,28.4922714713634,-24,-20,-20
407,0,3,0,10,17.6754332,3194,3316,3374,3.84543208813115,1.28016500814889,80.6422502413507,-23,-20,-20
407,0,3,0,10,27.074078,3242,3300,3432,19.2569434710397,1.01293938904966,80.0110840671396,-22,-20,-18
407,0,3,0,10,25.6533504,3296,3250,3420,2.4925075223877,9.96726252623259,12.455533744532,-22,-20,-17
407,0,3,0,10,22.5420227,3378,3316,3452,1.92236306094794,5.76117066988012,26.8834548465492,-23,-21,-18
407,0,3,0,10,22.1081429,3194,3272,3440,8.59646639383393,1.43141052911231,32.9192190988722,-23,-20,-19
407,0,3,0,10,23.5917554,3230,3300,3414,21.4120716198758,0.972592442237005,65.1562729444898,-22,-20,-19
407,0,3,0,10,17.898563,3234,3288,3440,1.4829492717162,1.48163271776927,48.885955731545,-23,-20,-18
407,0,3,0,10,22.1327117,3210,3312,3424,18.3425724870951,10.9895302745075,3.66221890181042,-22,-21,-18
407,0,3,0,10,21.5613591,2870,3202,3448,10.3075745899046,3.43523971961573,30.9123363921663,-23,-21,-19
407,0,3,0,10,24.4828391,3292,3264,3456,6.16463711401281,1.53965038542838,43.0991489765184,-24,-20,-19
407,0,3,0,10,23.0111822,3250,3210,3444,11.2625739599154,2.81182033030453,50.6038302039081,-23,-20,-20
407,0,3,0,10,16.4004122,3186,3288,3428,1.40798388815877,16.8846355866489,45.0233256001082,-23,-21,-19
407,0,3,0,10,19.8013839,3156,3292,3448,7.16602130673115,7.16312623183386,3.5802705610463,-23,-21,-19
407,0,3,0,10,16.9423108,3202,3256,3436,17.4815819394281,0,92.2542192224387,-22,-21,-18
407,0,3,0,10,18.0804939,3370,3288,3444,5.45085893953812,1.36157178757901,38.1195827648297,-23,-21,-20
407,0,3,0,10,26.8254218,3198,3284,3394,21.7128468762994,3.61710485480579,3.61534860095048,-23,-20,-18
