Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.045,-0.0575001239776611,0.431250404566526,
Firmware Version:,06.20.0000,,-0.04,-0.0287501215934753,0.431250404566526,
Start Time:,2020-10-21 21:41:44.457,,-0.035,-0.0287501215934753,0.400000408291817,
,,,-0.03,-0.0287501215934753,0.368750412017107,
Analog Sample Count:,1000,,-0.025,0.0287498831748962,0.431250404566526,
Function Sample Count:,0,,-0.02,-0.0287501215934753,0.400000408291817,
Waveform Memory Sample Count:,0,,-0.015,-1.19209289550781E-07,0.400000408291817,
Digital Sample Count:,0,,-0.01,-1.19209289550781E-07,0.431250404566526,
,,,-0.005,0.0287498831748962,0.431250404566526,
Setup Text Information:,,,0,2.12750005722046,2.05625021085143,
ANALOG,,,0.005,2.09875005483627,2.11875020340085,
Channel 1,,,0.01,2.09875005483627,2.11875020340085,
Scale,920 mV/,,0.015,2.09875005483627,2.11875020340085,
Pos,1.84 V,,0.02,2.12750005722046,2.11875020340085,
Coup,,,0.025,2.12750005722046,2.11875020340085,
BW,Off,,0.03,2.12750005722046,2.11875020340085,
Inv,Off,,0.035,2.12750005722046,2.08750020712614,
Imp,1M Ohm,,0.04,2.12750005722046,2.11875020340085,
Trace Label,1,,0.045,2.15625005960464,2.08750020712614,
Probe,10,,0.05,2.12750005722046,2.11875020340085,
Skew,0 s,,0.055,2.12750005722046,2.11875020340085,
,,,0.06,2.09875005483627,2.11875020340085,
Channel 4,,,0.065,2.12750005722046,2.11875020340085,
Scale,1 V/,,0.07,2.09875005483627,2.08750020712614,
Pos,3.025 V,,0.075,2.12750005722046,2.08750020712614,
Coup,,,0.08,2.12750005722046,2.11875020340085,
BW,Off,,0.085,2.12750005722046,2.11875020340085,
Inv,Off,,0.09,2.12750005722046,2.11875020340085,
Imp,1M Ohm,,0.095,2.12750005722046,2.11875020340085,
Trace Label,4,,0.1,2.12750005722046,2.08750020712614,
Probe,10,,0.105,2.12750005722046,2.11875020340085,
Skew,0 s,,0.11,2.09875005483627,2.11875020340085,
,,,0.115,2.12750005722046,2.05625021085143,
MATH,,,0.12,2.12750005722046,2.11875020340085,
DIGITAL,,,0.125,2.12750005722046,2.15000019967556,
TRIGGER,,,0.13,2.12750005722046,2.11875020340085,
Sweep Mode,NORM,,0.135,2.09875005483627,2.11875020340085,
Coup,DC,,0.14,2.09875005483627,2.05625021085143,
Noise Rej,Off,,0.145,2.09875005483627,2.08750020712614,
HF Rej,Off,,0.15,2.09875005483627,2.11875020340085,
Holdoff,60.0 ns,,0.155,2.12750005722046,2.08750020712614,
Mode,EDGE,,0.16,2.12750005722046,2.11875020340085,
Source,CHAN1,,0.165,2.09875005483627,2.08750020712614,
Slope,POS,,0.17,2.12750005722046,2.08750020712614,
Level,920 mV V,,0.175,2.09875005483627,2.11875020340085,
,,,0.18,2.15625005960464,2.11875020340085,
HORIZONTAL,,,0.185,2.12750005722046,2.11875020340085,
Mode,MAIN,,0.19,2.12750005722046,2.11875020340085,
Ref,CENT,,0.195,2.12750005722046,2.15000019967556,
Main Scale,500 ms/,,0.2,2.12750005722046,2.08750020712614,
Main Delay,2.455 s,,0.205,2.12750005722046,2.15000019967556,
,,,0.21,2.15625005960464,2.15000019967556,
ACQUISITION,,,0.215,2.15625005960464,2.11875020340085,
Mode,NORM,,0.22,2.09875005483627,2.15000019967556,
RealTime,On,,0.225,2.12750005722046,2.11875020340085,
Vectors,On,,0.23,2.09875005483627,2.11875020340085,
Persistence,Off,,0.235,2.12750005722046,2.08750020712614,
,,,0.24,2.15625005960464,2.11875020340085,
,,,0.245,2.15625005960464,2.11875020340085,
,,,0.25,2.12750005722046,2.11875020340085,
,,,0.255,2.12750005722046,2.11875020340085,
,,,0.26,2.09875005483627,2.08750020712614,
,,,0.265,2.12750005722046,2.11875020340085,
,,,0.27,2.15625005960464,2.11875020340085,
,,,0.275,2.15625005960464,2.11875020340085,
,,,0.28,2.09875005483627,2.15000019967556,
,,,0.285,2.12750005722046,2.08750020712614,
,,,0.29,2.12750005722046,2.11875020340085,
,,,0.295,2.09875005483627,2.15000019967556,
,,,0.3,2.12750005722046,2.11875020340085,
,,,0.305,2.07000005245209,2.08750020712614,
,,,0.31,2.12750005722046,2.08750020712614,
,,,0.315,2.09875005483627,2.11875020340085,
,,,0.32,2.09875005483627,2.11875020340085,
,,,0.325,2.09875005483627,2.08750020712614,
,,,0.33,2.09875005483627,2.11875020340085,
,,,0.335,2.12750005722046,2.08750020712614,
,,,0.34,2.09875005483627,2.15000019967556,
,,,0.345,2.07000005245209,2.11875020340085,
,,,0.35,2.07000005245209,2.08750020712614,
,,,0.355,2.12750005722046,2.08750020712614,
,,,0.36,2.09875005483627,2.08750020712614,
,,,0.365,2.12750005722046,2.08750020712614,
,,,0.37,2.09875005483627,2.11875020340085,
,,,0.375,2.07000005245209,2.05625021085143,
,,,0.38,2.07000005245209,2.11875020340085,
,,,0.385,2.09875005483627,2.11875020340085,
,,,0.39,2.07000005245209,2.05625021085143,
,,,0.395,2.09875005483627,2.08750020712614,
,,,0.4,2.09875005483627,2.08750020712614,
,,,0.405,2.12750005722046,2.11875020340085,
,,,0.41,2.09875005483627,2.08750020712614,
,,,0.415,2.07000005245209,2.11875020340085,
,,,0.42,2.09875005483627,2.08750020712614,
,,,0.425,2.0412500500679,2.08750020712614,
,,,0.43,2.09875005483627,2.11875020340085,
,,,0.435,2.07000005245209,2.11875020340085,
,,,0.44,2.09875005483627,2.08750020712614,
,,,0.445,2.07000005245209,2.11875020340085,
,,,0.45,2.09875005483627,2.11875020340085,
