Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,-0.046875124797225,-0.00624954327940941,
Firmware Version:,06.20.0000,,-0.045,-1.19209289550781E-07,-0.00624954327940941,
Start Time:,2020-10-23 16:06:52.321,,-0.04,-0.0312501229345798,-0.00624954327940941,
,,,-0.035,-0.046875124797225,-0.0374995395541191,
Analog Sample Count:,1000,,-0.03,-0.046875124797225,-0.00624954327940941,
Function Sample Count:,0,,-0.025,-0.0312501229345798,-0.0374995395541191,
Waveform Memory Sample Count:,0,,-0.02,-0.0156251210719347,-0.00624954327940941,
Digital Sample Count:,0,,-0.015,-0.0312501229345798,-0.0374995395541191,
,,,-0.01,-0.0312501229345798,-0.00624954327940941,
Setup Text Information:,,,-0.005,-0.0156251210719347,-0.00624954327940941,
ANALOG,,,0,-0.046875124797225,-0.0374995395541191,
Channel 1,,,0.005,-0.0312501229345798,-0.0374995395541191,
Scale,500 mV/,,0.01,-0.046875124797225,-0.00624954327940941,
Pos,1 V,,0.015,-0.0312501229345798,-0.00624954327940941,
Coup,,,0.02,-0.0312501229345798,-0.0687495358288288,
BW,Off,,0.025,-0.0156251210719347,-0.00624954327940941,
Inv,Off,,0.03,-0.046875124797225,-0.0374995395541191,
Imp,1M Ohm,,0.035,-0.0156251210719347,-0.0374995395541191,
Trace Label,1,,0.04,-0.046875124797225,-0.00624954327940941,
Probe,10,,0.045,-0.0312501229345798,-0.00624954327940941,
Skew,0 s,,0.05,-0.046875124797225,-0.0374995395541191,
,,,0.055,-0.0312501229345798,-0.0374995395541191,
Channel 4,,,0.06,-0.0156251210719347,-0.00624954327940941,
Scale,1 V/,,0.065,-0.0156251210719347,-0.00624954327940941,
Pos,3.025 V,,0.07,-0.0312501229345798,-0.0374995395541191,
Coup,,,0.075,-0.0312501229345798,-0.00624954327940941,
BW,Off,,0.08,-0.0312501229345798,-0.00624954327940941,
Inv,Off,,0.085,-0.0312501229345798,-0.00624954327940941,
Imp,1M Ohm,,0.09,-0.0312501229345798,-0.00624954327940941,
Trace Label,4,,0.095,-0.0312501229345798,0.05625044927001,
Probe,10,,0.1,-0.0156251210719347,0.0250004529953003,
Skew,0 s,,0.105,-0.0312501229345798,-0.0374995395541191,
,,,0.11,-0.0312501229345798,-0.00624954327940941,
MATH,,,0.115,-0.0156251210719347,-0.00624954327940941,
DIGITAL,,,0.12,-0.0312501229345798,-0.00624954327940941,
TRIGGER,,,0.125,-0.0156251210719347,-0.00624954327940941,
Sweep Mode,AUTO,,0.13,-0.046875124797225,-0.00624954327940941,
Coup,DC,,0.135,-0.0156251210719347,-0.00624954327940941,
Noise Rej,Off,,0.14,-0.0156251210719347,-0.00624954327940941,
HF Rej,Off,,0.145,-0.0312501229345798,-0.00624954327940941,
Holdoff,60.0 ns,,0.15,-0.0156251210719347,-0.00624954327940941,
Mode,EDGE,,0.155,-0.0312501229345798,-0.0374995395541191,
Source,CHAN1,,0.16,-0.0312501229345798,-0.00624954327940941,
Slope,POS,,0.165,-0.0312501229345798,-0.00624954327940941,
Level,920 mV V,,0.17,-0.046875124797225,-0.0374995395541191,
,,,0.175,-0.0312501229345798,-0.0374995395541191,
HORIZONTAL,,,0.18,-0.046875124797225,-0.00624954327940941,
Mode,MAIN,,0.185,-0.0312501229345798,0.0250004529953003,
Ref,CENT,,0.19,-0.0312501229345798,-0.00624954327940941,
Main Scale,500 ms/,,0.195,-0.0312501229345798,-0.00624954327940941,
Main Delay,2.45 s,,0.2,-0.0312501229345798,-0.00624954327940941,
,,,0.205,-0.0312501229345798,0.0250004529953003,
ACQUISITION,,,0.21,-0.0312501229345798,-0.00624954327940941,
Mode,NORM,,0.215,-0.0312501229345798,-0.00624954327940941,
RealTime,On,,0.22,-0.0312501229345798,-0.0374995395541191,
Vectors,On,,0.225,-0.0156251210719347,-0.00624954327940941,
Persistence,Off,,0.23,-0.046875124797225,-0.00624954327940941,
,,,0.235,-0.0312501229345798,0.0250004529953003,
,,,0.24,-0.0312501229345798,-0.00624954327940941,
,,,0.245,-0.0156251210719347,-0.0374995395541191,
,,,0.25,-0.0156251210719347,-0.0374995395541191,
,,,0.255,-0.0312501229345798,-0.0374995395541191,
,,,0.26,-0.0156251210719347,-0.00624954327940941,
,,,0.265,-0.0312501229345798,-0.00624954327940941,
,,,0.27,-1.19209289550781E-07,-0.00624954327940941,
,,,0.275,-0.0312501229345798,-0.00624954327940941,
,,,0.28,-0.0312501229345798,-0.0687495358288288,
,,,0.285,-0.0312501229345798,0.0250004529953003,
,,,0.29,-0.0312501229345798,-0.00624954327940941,
,,,0.295,-0.0156251210719347,-0.00624954327940941,
,,,0.3,-0.0312501229345798,-0.00624954327940941,
,,,0.305,-0.0312501229345798,-0.00624954327940941,
,,,0.31,-0.0312501229345798,-0.00624954327940941,
,,,0.315,-0.046875124797225,-0.00624954327940941,
,,,0.32,-0.0156251210719347,-0.00624954327940941,
,,,0.325,-0.0156251210719347,-0.00624954327940941,
,,,0.33,2.00000011920929,2.02500021457672,
,,,0.335,1.968750115484,1.9625002220273,
,,,0.34,1.968750115484,1.9625002220273,
,,,0.345,1.93750011175871,1.9625002220273,
,,,0.35,1.81250009685755,1.77500024437904,
,,,0.355,-0.0312501229345798,1.80625024065375,
,,,0.36,-0.0312501229345798,1.80625024065375,
,,,0.365,-0.046875124797225,1.77500024437904,
,,,0.37,-0.046875124797225,1.74375024810433,
,,,0.375,-0.0156251210719347,1.68125025555491,
,,,0.38,-0.0312501229345798,1.68125025555491,
,,,0.385,-0.0312501229345798,1.68125025555491,
