firmware_size,done,not_done,missing,attempts,duration_sec,0241.vcc,0242.vcc,0241.ReadRate,0242.ReadRate,0241.peak_rssi,0242.peak_rssi
407,2,0,0,1,5.9946796,3624,3612,3.24000184032105,9.7049469673173,-17,-17
407,2,0,0,1,5.5725949,3604,3600,2.19228919275966,8.73595531384138,-17,-17
407,2,0,0,1,6.7059736,3666,3596,126.10946774711,5.2363094072393,-17,-17
407,2,0,0,1,6.6862851,3628,3660,2.36009921857115,21.2025622118513,-19,-19
407,2,0,0,1,5.4806041,3612,3604,2.465423665799,12.231195026894,-18,-18
407,2,0,0,1,6.5268077,3656,3664,1.91470964194164,68.8444854706582,-18,-18
407,2,0,0,1,6.2650145,3604,3608,3.00620872287535,116.4087019982,-18,-18
407,2,0,0,1,6.3611385,3608,3624,9.31865924062712,4.65240162787533,-17,-17
407,2,0,0,1,5.7169886,3648,3616,5.9158925721236,11.7164135823696,-19,-19
407,2,0,0,1,6.9200095,3640,3648,2.55720989988012,58.7269228726555,-17,-17
407,2,0,0,1,5.8263489,3596,3592,2.72827325948443,21.6326250271084,-17,-17
407,2,0,0,1,9.0163799,3584,3588,6.84531805914697,3.41848903468365,-17,-17
407,2,0,0,1,5.5899279,3596,3604,3.44349889790818,10.3051916868706,-18,-18
407,2,0,0,1,5.6880248,3612,3604,5.05001535204667,10.0650605514043,-19,-18
407,2,0,0,1,6.236272,3612,3538,7.20833716276245,3.59818104751686,-18,-17
407,2,0,0,1,6.959206,3608,3656,35.2909751933118,6.58933858196116,-18,-18
407,2,0,0,1,6.5801205,3624,3620,3.45968925763026,6.9014850960704,-19,-19
407,2,0,0,1,5.8381282,3588,3578,10.6358340926876,5.30073171300566,-17,-17
407,2,0,0,1,5.1316929,3628,3604,6.35042805060275,63.1530419241469,-19,-18
407,2,0,0,1,4.6160447,3612,3566,6.22644458184132,74.4468136453565,-19,-18
407,2,0,0,1,6.2499327,3644,3624,2.39557910250108,100.100768106561,-19,-19
407,2,0,0,1,5.8115054,3648,3592,4.26804883160029,365.098145598593,-19,-20
407,2,0,0,1,5.6791852,3628,3612,2.28419392623698,11.3957568583084,-18,-18
407,2,0,0,1,6.0234514,3608,3574,3.45116532048211,3.44669276042866,-17,-17
407,2,0,0,1,5.6913949,3660,3652,12.9226848686991,38.5064132431256,-18,-17
407,2,0,0,1,4.6820532,3600,3570,5.95617446826252,248.077693208223,-18,-18
407,2,0,0,2,10.1108096,3620,3612,2.84135708897284,14.1281930069401,-18,-18
407,2,0,0,1,5.5799071,3644,3640,13.8957161244153,3.46659141852228,-19,-18
407,2,0,0,1,6.0076288,3612,3612,2.23350938598817,514.297469656449,-17,-17
407,2,0,0,2,11.0717085,3616,3584,2.68838957130671,48.2559624933212,-18,-18
407,2,0,0,1,6.715844,3570,3596,2.27521915479704,24.9822625935586,-17,-17
407,2,0,0,1,5.9521226,3608,3592,9.08351841002094,81.2515629640931,-18,-18
407,2,0,0,1,5.4764899,3620,3588,4.55745099942622,181.401946805693,-18,-18
407,2,0,0,1,5.6105922,3596,3592,13.917952279517,3.47836975766198,-18,-17
407,2,0,0,1,5.4172925,3644,3636,5.87356332641036,11.6643580957935,-20,-19
407,2,0,0,1,6.5650293,3648,3582,7.17974307289414,7.15083798882682,-18,-17
407,2,0,0,2,12.502414,3628,3632,2.54726384380586,43.2421982807411,-17,-17
407,2,0,0,1,5.677786,3632,3596,85.1743272784214,6.51391110856345,-17,-17
407,2,0,0,1,6.9595023,3636,3636,2.69010284263167,13.3717262336955,-17,-17
407,2,0,0,1,6.2137221,3608,3660,56.0326109795901,10.4732110969956,-17,-18
407,2,0,0,1,7.9361593,3632,3636,13.7228848660252,3.42668185828957,-18,-17
407,2,0,0,1,5.8243394,3648,3596,2.37468321725882,123.135561834417,-18,-18
407,2,0,0,1,6.0762102,3608,3600,2.32523261045727,20.8924172828576,-17,-17
407,2,0,0,2,9.9387886,3600,3592,3.65006531791886,7.2650580133045,-17,-17
407,2,0,0,1,6.300414,3604,3596,2.39056701380887,26.2488298390971,-17,-17
407,2,0,0,1,5.5833428,3640,3632,2.64251199304068,73.6957691258945,-18,-18
407,2,0,0,1,5.591047,3588,3584,2.20700955061313,17.5340006189502,-17,-17
407,2,0,0,1,5.7726729,3624,3624,2.46329809010646,46.7160463472355,-16,-17
407,2,0,0,1,6.0226899,3656,3640,2.49880432213186,84.6895281896567,-18,-18
407,2,0,0,1,5.8287756,3632,3648,8.56673889379414,5.67501622345263,-18,-18
407,2,0,0,1,6.2679187,3648,3648,2.56097489143387,2.55029305417486,-17,-17
407,2,0,0,1,7.6476126,3644,3652,2.05936574829938,10.260249168099,-19,-19
407,2,0,0,1,7.0222466,3570,3554,6.88592049608008,6.8397098047924,-17,-17
407,2,0,0,1,6.8121075,3592,3582,2.21751812710193,8.85653106062938,-17,-17
407,2,0,0,1,6.8246971,3584,3608,2.23737772171406,37.9950163948496,-17,-17
407,2,0,0,1,5.575113,3620,3608,1.8535107439677,96.0635911415329,-17,-17
407,2,0,0,1,6.3524713,3648,3620,2.53472895509601,65.5768467322805,-17,-17
407,2,0,0,2,11.1077276,3620,3648,3.71416388971013,25.9005242266104,-20,-19
407,2,0,0,1,5.9423259,3636,3592,2.33448555758837,111.871709252886,-18,-18
407,2,0,0,1,8.9909564,3612,3656,28.8702841293071,2.39511836555207,-19,-17
407,2,0,0,1,5.5527155,3628,3624,90.3073157956526,10.0272842404182,-18,-18
407,2,0,0,1,6.8819029,3600,3608,2.52743275512412,25.1974471962297,-18,-18
407,2,0,0,1,5.7733055,3628,3604,1.89565913015785,185.315557411232,-18,-17
407,2,0,0,1,6.1360106,3628,3600,2.29166108074278,75.533939115525,-16,-16
407,2,0,0,1,5.9811649,3628,3554,82.6343544783868,7.13724675710272,-17,-17
407,2,0,0,1,7.0617903,3554,3578,2.45617266893863,39.1536737647383,-16,-17
407,2,0,0,1,7.0603992,3628,3612,2.06956769007479,206.578577429679,-18,-17
407,2,0,0,1,5.8258387,3596,3574,2.28497369309787,59.1770385806979,-17,-17
407,2,0,0,1,5.7760112,3620,3608,2.72720182002541,46.2027834731013,-16,-16
407,2,0,0,2,7.7755797,3632,3652,1.90623678739627,57.0489382907339,-16,-18
407,2,0,0,1,6.1559574,3644,3612,2.3088620127089,13.8082703254287,-17,-17
407,2,0,0,1,4.9157552,3648,3620,7.12690814056829,56.6764504389237,-18,-17
407,2,0,0,1,4.8681109,3640,3624,5.8853371533095,23.3041429522737,-17,-18
407,2,0,0,1,6.4576789,3628,3640,1.96025735042599,7.82231303058505,-17,-17
407,2,0,0,1,5.8443752,3632,3574,2.18924202092434,580.592579852215,-17,-16
407,2,0,0,1,5.5906827,3660,3640,8.37330189437582,74.7227164530289,-18,-18
407,2,0,0,2,10.4764666,3620,3596,5.16593499807311,529.661834059519,-18,-17
407,2,0,0,1,7.5025642,3640,3652,2.66789389785968,74.5900477695977,-19,-17
407,2,0,0,1,6.6363656,3600,3616,2.69516207626662,18.8317888127875,-18,-18
407,2,0,0,1,5.8341074,3636,3596,5.77072338903043,80.4554699087922,-18,-17
407,2,0,0,2,10.4197193,3632,3640,3.52942089967762,10.5640647140519,-17,-17
407,2,0,0,2,14.6243792,3632,3628,2.22232543689251,37.7744955938273,-17,-16
407,2,0,0,1,7.0999572,3584,3596,2.36046244291812,18.8587086687826,-17,-17
407,2,0,0,1,6.3731502,3612,3604,6.92237696426773,3.46058121153564,-18,-17
407,2,0,0,1,6.0277925,3616,3628,40.0707114488033,6.67221795200273,-18,-17
407,2,0,0,1,6.366027,3632,3660,67.5327174912271,5.62033775419734,-18,-19
407,2,0,0,1,6.5746956,3592,3514,2.68846618433791,37.5798168467098,-17,-16
