Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,0.140624897554517,0.0250004529953003,
Firmware Version:,06.20.0000,,-0.045,0.124999895691872,0.05625044927001,
Start Time:,2020-10-23 15:53:44.052,,-0.04,0.140624897554517,0.05625044927001,
,,,-0.035,0.109374893829226,0.0250004529953003,
Analog Sample Count:,1000,,-0.03,0.140624897554517,0.0250004529953003,
Function Sample Count:,0,,-0.025,0.140624897554517,0.0250004529953003,
Waveform Memory Sample Count:,0,,-0.02,0.140624897554517,0.05625044927001,
Digital Sample Count:,0,,-0.015,0.124999895691872,0.0250004529953003,
,,,-0.01,0.140624897554517,0.0250004529953003,
Setup Text Information:,,,-0.005,0.140624897554517,0.05625044927001,
ANALOG,,,0,1.90625010803342,2.02500021457672,
Channel 1,,,0.005,1.968750115484,1.99375021830201,
Scale,500 mV/,,0.01,1.84375010058284,1.86875023320317,
Pos,1 V,,0.015,1.82812509872019,1.80625024065375,
Coup,,,0.02,1.81250009685755,1.83750023692846,
BW,Off,,0.025,-0.0312501229345798,1.80625024065375,
Inv,Off,,0.03,-0.046875124797225,1.74375024810433,
Imp,1M Ohm,,0.035,-0.0156251210719347,1.74375024810433,
Trace Label,1,,0.04,-0.0312501229345798,1.68125025555491,
Probe,10,,0.045,-0.0312501229345798,1.68125025555491,
Skew,0 s,,0.05,-0.0625001266598701,1.6500002592802,
,,,0.055,-0.0312501229345798,1.6500002592802,
Channel 4,,,0.06,-0.0312501229345798,1.6500002592802,
Scale,1 V/,,0.065,-0.0312501229345798,1.58750026673079,
Pos,3.025 V,,0.07,-0.0156251210719347,1.6187502630055,
Coup,,,0.075,-0.0156251210719347,1.58750026673079,
BW,Off,,0.08,-0.0312501229345798,1.58750026673079,
Inv,Off,,0.085,-0.046875124797225,1.52500027418137,
Imp,1M Ohm,,0.09,-0.0312501229345798,1.49375027790666,
Trace Label,4,,0.095,-0.046875124797225,1.49375027790666,
Probe,10,,0.1,-0.0156251210719347,1.46250028163195,
Skew,0 s,,0.105,-0.0312501229345798,1.46250028163195,
,,,0.11,-0.0156251210719347,1.49375027790666,
MATH,,,0.115,-1.19209289550781E-07,1.43125028535724,
DIGITAL,,,0.12,-0.046875124797225,1.40000028908253,
TRIGGER,,,0.125,-0.046875124797225,1.40000028908253,
Sweep Mode,AUTO,,0.13,-0.0312501229345798,1.40000028908253,
Coup,DC,,0.135,-0.046875124797225,1.40000028908253,
Noise Rej,Off,,0.14,-0.0312501229345798,1.36875029280782,
HF Rej,Off,,0.145,-0.0312501229345798,1.3062503002584,
Holdoff,60.0 ns,,0.15,-0.0312501229345798,1.27500030398369,
Mode,EDGE,,0.155,-0.046875124797225,1.21250031143427,
Source,CHAN1,,0.16,-0.0312501229345798,1.15000031888485,
Slope,POS,,0.165,-0.046875124797225,1.18125031515956,
Level,920 mV V,,0.17,-0.046875124797225,1.15000031888485,
,,,0.175,2.15625013783574,2.15000019967556,
HORIZONTAL,,,0.18,2.18750014156103,2.18125019595027,
Mode,MAIN,,0.185,2.17187513969839,2.18125019595027,
Ref,CENT,,0.19,2.01562512107193,2.02500021457672,
Main Scale,500 ms/,,0.195,2.00000011920929,2.02500021457672,
Main Delay,2.45 s,,0.2,1.968750115484,1.9625002220273,
,,,0.205,1.93750011175871,1.93125022575259,
ACQUISITION,,,0.21,0.0781248901039362,1.80625024065375,
Mode,NORM,,0.215,-0.046875124797225,1.80625024065375,
RealTime,On,,0.22,-0.0312501229345798,1.77500024437904,
Vectors,On,,0.225,-0.0312501229345798,1.74375024810433,
Persistence,Off,,0.23,-0.0312501229345798,1.74375024810433,
,,,0.235,-0.0312501229345798,1.71250025182962,
,,,0.24,-0.0312501229345798,1.71250025182962,
,,,0.245,-0.0625001266598701,1.68125025555491,
,,,0.25,-0.0312501229345798,1.6500002592802,
,,,0.255,-0.0312501229345798,1.6500002592802,
,,,0.26,-0.0312501229345798,1.6500002592802,
,,,0.265,-0.0312501229345798,1.6187502630055,
,,,0.27,-0.0312501229345798,1.6187502630055,
,,,0.275,-0.046875124797225,1.55625027045608,
,,,0.28,-0.0312501229345798,1.58750026673079,
,,,0.285,-0.046875124797225,1.52500027418137,
,,,0.29,-0.046875124797225,1.49375027790666,
,,,0.295,-0.0156251210719347,1.49375027790666,
,,,0.3,-0.0312501229345798,1.49375027790666,
,,,0.305,-0.046875124797225,1.46250028163195,
,,,0.31,-0.0312501229345798,1.46250028163195,
,,,0.315,-0.046875124797225,1.43125028535724,
,,,0.32,-0.046875124797225,1.43125028535724,
,,,0.325,-0.0312501229345798,1.43125028535724,
,,,0.33,-0.0625001266598701,1.36875029280782,
,,,0.335,-0.0312501229345798,1.36875029280782,
,,,0.34,-0.046875124797225,1.36875029280782,
,,,0.345,-0.046875124797225,1.36875029280782,
,,,0.35,-0.046875124797225,1.3062503002584,
,,,0.355,-0.0312501229345798,1.24375030770898,
,,,0.36,-0.0312501229345798,1.18125031515956,
,,,0.365,-0.046875124797225,1.15000031888485,
,,,0.37,2.21875014528632,2.21250019222498,
,,,0.375,2.00000011920929,1.9625002220273,
,,,0.38,1.98437511734664,2.02500021457672,
,,,0.385,1.95312511362135,1.9625002220273,
,,,0.39,1.93750011175871,1.93125022575259,
,,,0.395,1.81250009685755,1.83750023692846,
,,,0.4,-0.0312501229345798,1.83750023692846,
,,,0.405,-0.0312501229345798,1.77500024437904,
,,,0.41,-0.0312501229345798,1.77500024437904,
,,,0.415,-0.0312501229345798,1.74375024810433,
,,,0.42,-0.0156251210719347,1.77500024437904,
,,,0.425,-0.0312501229345798,1.68125025555491,
,,,0.43,-0.0312501229345798,1.71250025182962,
,,,0.435,-0.0156251210719347,1.68125025555491,
,,,0.44,-0.0312501229345798,1.68125025555491,
,,,0.445,-0.046875124797225,1.58750026673079,
,,,0.45,-0.046875124797225,1.6187502630055,
,,,0.455,-0.0156251210719347,1.6187502630055,
,,,0.46,-0.046875124797225,1.6187502630055,
,,,0.465,-0.0312501229345798,1.58750026673079,
,,,0.47,-0.0312501229345798,1.55625027045608,
,,,0.475,-0.0312501229345798,1.52500027418137,
,,,0.48,-0.0312501229345798,1.49375027790666,
,,,0.485,-0.0312501229345798,1.49375027790666,
