Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,0.0781248901039362,-0.00624954327940941,
Firmware Version:,06.20.0000,,-0.045,0.0937498919665813,-0.0374995395541191,
Start Time:,2020-10-23 15:37:58.447,,-0.04,0.0937498919665813,0.05625044927001,
,,,-0.035,0.109374893829226,-0.00624954327940941,
Analog Sample Count:,1000,,-0.03,0.109374893829226,-0.00624954327940941,
Function Sample Count:,0,,-0.025,0.109374893829226,0.0250004529953003,
Waveform Memory Sample Count:,0,,-0.02,0.124999895691872,-0.00624954327940941,
Digital Sample Count:,0,,-0.015,0.109374893829226,-0.0374995395541191,
,,,-0.01,0.109374893829226,0.0250004529953003,
Setup Text Information:,,,-0.005,0.140624897554517,-0.00624954327940941,
ANALOG,,,0,1.89062510617077,1.99375021830201,
Channel 1,,,0.005,1.92187510989606,1.93125022575259,
Scale,500 mV/,,0.01,1.968750115484,1.93125022575259,
Pos,1 V,,0.015,2.00000011920929,1.99375021830201,
Coup,,,0.02,2.00000011920929,2.02500021457672,
BW,Off,,0.025,1.90625010803342,1.90000022947788,
Inv,Off,,0.03,1.968750115484,1.9625002220273,
Imp,1M Ohm,,0.035,2.00000011920929,1.9625002220273,
Trace Label,1,,0.04,2.03125012293458,2.05625021085143,
Probe,10,,0.045,1.95312511362135,1.9625002220273,
Skew,0 s,,0.05,1.95312511362135,1.93125022575259,
,,,0.055,1.98437511734664,2.02500021457672,
Channel 4,,,0.06,1.98437511734664,2.02500021457672,
Scale,1 V/,,0.065,2.04687512479723,2.02500021457672,
Pos,3.025 V,,0.07,1.92187510989606,1.9625002220273,
Coup,,,0.075,1.968750115484,1.93125022575259,
BW,Off,,0.08,2.00000011920929,1.99375021830201,
Inv,Off,,0.085,2.06250012665987,2.05625021085143,
Imp,1M Ohm,,0.09,2.06250012665987,2.08750020712614,
Trace Label,4,,0.095,2.04687512479723,2.02500021457672,
Probe,10,,0.1,2.00000011920929,2.02500021457672,
Skew,0 s,,0.105,2.09375013038516,2.08750020712614,
,,,0.11,2.17187513969839,2.18125019595027,
MATH,,,0.115,2.18750014156103,2.18125019595027,
DIGITAL,,,0.12,2.23437514714897,2.18125019595027,
TRIGGER,,,0.125,2.21875014528632,2.24375018849969,
Sweep Mode,AUTO,,0.13,2.1406251359731,2.11875020340085,
Coup,DC,,0.135,2.21875014528632,2.18125019595027,
Noise Rej,Off,,0.14,2.25000014901161,2.24375018849969,
HF Rej,Off,,0.145,2.21875014528632,2.24375018849969,
Holdoff,60.0 ns,,0.15,2.12500013411045,2.11875020340085,
Mode,EDGE,,0.155,2.17187513969839,2.18125019595027,
Source,CHAN1,,0.16,2.23437514714897,2.21250019222498,
Slope,POS,,0.165,2.23437514714897,2.21250019222498,
Level,920 mV V,,0.17,2.1406251359731,2.15000019967556,
,,,0.175,2.18750014156103,2.21250019222498,
HORIZONTAL,,,0.18,2.15625013783574,2.15000019967556,
Mode,MAIN,,0.185,2.20312514342368,2.21250019222498,
Ref,CENT,,0.19,2.15625013783574,2.15000019967556,
Main Scale,500 ms/,,0.195,2.1406251359731,2.18125019595027,
Main Delay,2.45 s,,0.2,2.21875014528632,2.21250019222498,
,,,0.205,2.10937513224781,2.15000019967556,
ACQUISITION,,,0.21,2.15625013783574,2.18125019595027,
Mode,NORM,,0.215,2.21875014528632,2.21250019222498,
RealTime,On,,0.22,2.23437514714897,2.24375018849969,
Vectors,On,,0.225,2.21875014528632,2.21250019222498,
Persistence,Off,,0.23,2.21875014528632,2.24375018849969,
,,,0.235,2.09375013038516,2.08750020712614,
,,,0.24,2.17187513969839,2.21250019222498,
,,,0.245,2.20312514342368,2.15000019967556,
,,,0.25,2.20312514342368,2.15000019967556,
,,,0.255,2.23437514714897,2.21250019222498,
,,,0.26,2.10937513224781,2.11875020340085,
,,,0.265,2.18750014156103,2.21250019222498,
,,,0.27,2.23437514714897,2.24375018849969,
,,,0.275,2.23437514714897,2.24375018849969,
,,,0.28,2.20312514342368,2.21250019222498,
,,,0.285,2.18750014156103,2.18125019595027,
,,,0.29,2.17187513969839,2.18125019595027,
,,,0.295,2.20312514342368,2.21250019222498,
,,,0.3,2.1406251359731,2.15000019967556,
,,,0.305,2.1406251359731,2.15000019967556,
,,,0.31,2.18750014156103,2.21250019222498,
,,,0.315,2.15625013783574,2.18125019595027,
,,,0.32,2.12500013411045,2.15000019967556,
,,,0.325,2.10937513224781,2.15000019967556,
,,,0.33,2.15625013783574,2.15000019967556,
,,,0.335,2.18750014156103,2.24375018849969,
,,,0.34,2.18750014156103,2.18125019595027,
,,,0.345,2.10937513224781,2.08750020712614,
,,,0.35,2.1406251359731,2.15000019967556,
,,,0.355,2.15625013783574,2.18125019595027,
,,,0.36,2.20312514342368,2.21250019222498,
,,,0.365,2.06250012665987,2.08750020712614,
,,,0.37,2.09375013038516,2.08750020712614,
,,,0.375,2.1406251359731,2.15000019967556,
,,,0.38,2.15625013783574,2.15000019967556,
,,,0.385,2.06250012665987,2.08750020712614,
,,,0.39,2.10937513224781,2.11875020340085,
,,,0.395,2.1406251359731,2.15000019967556,
,,,0.4,2.18750014156103,2.18125019595027,
,,,0.405,2.12500013411045,2.11875020340085,
