Model: ,Oscilloscope MSO6104A
Serial Number:,MY44002304
Address: ,USBInstrument1
Date: ,2020-10-22 20:26:24

Sample Number,Time (s),1 (VOLT),4 (VOLT),
1,-0.045,0.114999890327454,0.0250004529953003,
2,-0.04,0.114999890327454,0.05625044927001,
3,-0.035,0.143749892711639,0.0250004529953003,
4,-0.03,0.172499895095825,0.0250004529953003,
5,-0.025,0.143749892711639,0.0250004529953003,
6,-0.02,0.143749892711639,0.05625044927001,
7,-0.015,0.172499895095825,-0.00624954327940941,
8,-0.01,0.143749892711639,0.0250004529953003,
9,-0.005,0.143749892711639,0.0250004529953003,
10,0,1.95500004291534,2.02500021457672,
11,0.005,1.98375004529953,1.99375021830201,
12,0.01,1.98375004529953,1.9625002220273,
13,0.015,1.98375004529953,1.9625002220273,
14,0.02,1.95500004291534,1.9625002220273,
15,0.025,1.92625004053116,1.9625002220273,
16,0.03,1.92625004053116,1.90000022947788,
17,0.035,1.95500004291534,1.93125022575259,
18,0.04,1.92625004053116,1.93125022575259,
19,0.045,1.89750003814697,1.93125022575259,
20,0.05,1.89750003814697,1.90000022947788,
21,0.055,1.89750003814697,1.90000022947788,
22,0.06,1.95500004291534,1.93125022575259,
23,0.065,1.92625004053116,1.93125022575259,
24,0.07,1.98375004529953,1.9625002220273,
25,0.075,1.89750003814697,1.93125022575259,
26,0.08,1.95500004291534,1.9625002220273,
27,0.085,1.95500004291534,1.9625002220273,
28,0.09,1.98375004529953,1.99375021830201,
29,0.095,1.95500004291534,1.99375021830201,
30,0.1,1.92625004053116,1.99375021830201,
31,0.105,1.98375004529953,1.99375021830201,
32,0.11,1.98375004529953,1.99375021830201,
33,0.115,1.95500004291534,1.99375021830201,
34,0.12,1.98375004529953,1.99375021830201,
35,0.125,1.98375004529953,1.99375021830201,
36,0.13,1.98375004529953,1.99375021830201,
37,0.135,1.98375004529953,1.99375021830201,
38,0.14,1.98375004529953,1.9625002220273,
39,0.145,2.01250004768372,2.02500021457672,
40,0.15,2.01250004768372,1.9625002220273,
41,0.155,1.98375004529953,1.99375021830201,
42,0.16,2.01250004768372,1.9625002220273,
43,0.165,1.95500004291534,1.99375021830201,
44,0.17,2.01250004768372,1.99375021830201,
45,0.175,1.95500004291534,1.99375021830201,
46,0.18,1.98375004529953,2.02500021457672,
47,0.185,1.98375004529953,1.99375021830201,
48,0.19,1.98375004529953,1.99375021830201,
49,0.195,1.98375004529953,2.02500021457672,
50,0.2,1.98375004529953,1.99375021830201,
51,0.205,1.98375004529953,2.02500021457672,
52,0.21,1.95500004291534,1.9625002220273,
53,0.215,2.01250004768372,1.99375021830201,
54,0.22,1.98375004529953,2.02500021457672,
55,0.225,1.98375004529953,1.99375021830201,
56,0.23,1.98375004529953,1.99375021830201,
57,0.235,1.98375004529953,2.02500021457672,
58,0.24,1.98375004529953,2.02500021457672,
59,0.245,1.98375004529953,1.9625002220273,
60,0.25,1.98375004529953,1.99375021830201,
61,0.255,1.95500004291534,1.9625002220273,
62,0.26,1.98375004529953,1.9625002220273,
63,0.265,1.98375004529953,1.99375021830201,
64,0.27,2.01250004768372,1.9625002220273,
65,0.275,2.01250004768372,1.99375021830201,
66,0.28,1.98375004529953,1.9625002220273,
67,0.285,2.01250004768372,1.99375021830201,
68,0.29,2.0412500500679,2.02500021457672,
69,0.295,2.01250004768372,1.99375021830201,
70,0.3,1.98375004529953,1.99375021830201,
71,0.305,2.01250004768372,2.02500021457672,
72,0.31,2.01250004768372,1.99375021830201,
73,0.315,2.01250004768372,1.99375021830201,
74,0.32,2.01250004768372,2.02500021457672,
75,0.325,1.98375004529953,1.99375021830201,
76,0.33,2.01250004768372,1.99375021830201,
77,0.335,1.98375004529953,2.02500021457672,
78,0.34,2.01250004768372,2.02500021457672,
79,0.345,2.0412500500679,1.99375021830201,
80,0.35,1.98375004529953,2.02500021457672,
81,0.355,2.01250004768372,1.99375021830201,
82,0.36,2.01250004768372,1.99375021830201,
