Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.03,0.114999890327454,0.0250004529953003,
Firmware Version:,06.20.0000,,-0.025,0.143749892711639,0.0250004529953003,
Start Time:,2020-10-21 17:03:55.208,,-0.02,0.143749892711639,0.0250004529953003,
,,,-0.015,0.172499895095825,0.0250004529953003,
Analog Sample Count:,1000,,-0.01,0.114999890327454,0.0250004529953003,
Function Sample Count:,0,,-0.005,0.172499895095825,0.0250004529953003,
Waveform Memory Sample Count:,0,,0,2.09875005483627,2.05625021085143,
Digital Sample Count:,0,,0.005,2.09875005483627,2.08750020712614,
,,,0.01,2.09875005483627,2.11875020340085,
Setup Text Information:,,,0.015,2.09875005483627,2.11875020340085,
ANALOG,,,0.02,2.09875005483627,2.08750020712614,
Channel 1,,,0.025,2.15625005960464,2.18125019595027,
Scale,920 mV/,,0.03,2.18500006198883,2.15000019967556,
Pos,1.84 V,,0.035,2.15625005960464,2.11875020340085,
Coup,,,0.04,2.18500006198883,2.15000019967556,
BW,Off,,0.045,2.18500006198883,2.18125019595027,
Inv,Off,,0.05,2.18500006198883,2.18125019595027,
Imp,1M Ohm,,0.055,2.18500006198883,2.18125019595027,
Trace Label,1,,0.06,2.18500006198883,2.18125019595027,
Probe,10,,0.065,2.2425000667572,2.18125019595027,
Skew,0 s,,0.07,2.21375006437302,2.15000019967556,
,,,0.075,2.21375006437302,2.21250019222498,
Channel 4,,,0.08,2.18500006198883,2.21250019222498,
Scale,1 V/,,0.085,2.21375006437302,2.21250019222498,
Pos,3.025 V,,0.09,2.21375006437302,2.24375018849969,
Coup,,,0.095,2.21375006437302,2.18125019595027,
BW,Off,,0.1,2.21375006437302,2.21250019222498,
Inv,Off,,0.105,2.15625005960464,2.18125019595027,
Imp,1M Ohm,,0.11,2.21375006437302,2.21250019222498,
Trace Label,4,,0.115,2.21375006437302,2.21250019222498,
Probe,10,,0.12,2.21375006437302,2.24375018849969,
Skew,0 s,,0.125,2.21375006437302,2.24375018849969,
,,,0.13,2.21375006437302,2.21250019222498,
MATH,,,0.135,2.21375006437302,2.21250019222498,
DIGITAL,,,0.14,2.21375006437302,2.21250019222498,
TRIGGER,,,0.145,2.21375006437302,2.21250019222498,
Sweep Mode,NORM,,0.15,2.2425000667572,2.21250019222498,
Coup,DC,,0.155,2.21375006437302,2.21250019222498,
Noise Rej,Off,,0.16,2.21375006437302,2.18125019595027,
HF Rej,Off,,0.165,2.18500006198883,2.18125019595027,
Holdoff,60.0 ns,,0.17,2.18500006198883,2.21250019222498,
Mode,EDGE,,0.175,2.21375006437302,2.18125019595027,
Source,CHAN1,,0.18,2.21375006437302,2.21250019222498,
Slope,POS,,0.185,2.18500006198883,2.21250019222498,
Level,920 mV V,,0.19,2.18500006198883,2.18125019595027,
,,,0.195,2.21375006437302,2.21250019222498,
HORIZONTAL,,,0.2,2.18500006198883,2.18125019595027,
Mode,MAIN,,0.205,2.21375006437302,2.21250019222498,
Ref,CENT,,0.21,2.2425000667572,2.21250019222498,
Main Scale,500 ms/,,0.215,2.18500006198883,2.18125019595027,
Main Delay,2.47 s,,0.22,2.18500006198883,2.21250019222498,
,,,0.225,2.21375006437302,2.18125019595027,
ACQUISITION,,,0.23,2.18500006198883,2.18125019595027,
Mode,NORM,,0.235,2.21375006437302,2.21250019222498,
RealTime,On,,0.24,2.21375006437302,2.21250019222498,
Vectors,On,,0.245,2.21375006437302,2.18125019595027,
Persistence,Off,,0.25,2.18500006198883,2.21250019222498,
,,,0.255,2.18500006198883,2.18125019595027,
,,,0.26,2.18500006198883,2.21250019222498,
,,,0.265,2.21375006437302,2.21250019222498,
,,,0.27,2.21375006437302,2.21250019222498,
,,,0.275,2.21375006437302,2.21250019222498,
,,,0.28,2.21375006437302,2.18125019595027,
,,,0.285,2.21375006437302,2.21250019222498,
,,,0.29,2.21375006437302,2.21250019222498,
,,,0.295,2.21375006437302,2.18125019595027,
,,,0.3,2.21375006437302,2.21250019222498,
,,,0.305,2.18500006198883,2.24375018849969,
,,,0.31,2.2425000667572,2.21250019222498,
,,,0.315,2.21375006437302,2.21250019222498,
,,,0.32,2.18500006198883,2.21250019222498,
,,,0.325,2.21375006437302,2.21250019222498,
,,,0.33,2.21375006437302,2.21250019222498,
,,,0.335,2.2425000667572,2.18125019595027,
,,,0.34,2.21375006437302,2.24375018849969,
,,,0.345,2.21375006437302,2.24375018849969,
,,,0.35,2.21375006437302,2.21250019222498,
,,,0.355,2.18500006198883,2.18125019595027,
,,,0.36,2.21375006437302,2.21250019222498,
,,,0.365,2.21375006437302,2.21250019222498,
,,,0.37,2.21375006437302,2.18125019595027,
,,,0.375,2.18500006198883,2.21250019222498,
,,,0.38,2.21375006437302,2.21250019222498,
,,,0.385,2.2425000667572,2.21250019222498,
,,,0.39,2.21375006437302,2.24375018849969,
,,,0.395,2.18500006198883,2.18125019595027,
,,,0.4,2.21375006437302,2.21250019222498,
,,,0.405,2.18500006198883,2.21250019222498,
,,,0.41,2.21375006437302,2.24375018849969,
,,,0.415,2.18500006198883,2.21250019222498,
,,,0.42,2.18500006198883,2.18125019595027,
,,,0.425,2.21375006437302,2.21250019222498,
,,,0.43,2.21375006437302,2.21250019222498,
,,,0.435,2.18500006198883,2.24375018849969,
,,,0.44,2.21375006437302,2.21250019222498,
,,,0.445,2.2425000667572,2.21250019222498,
,,,0.45,2.21375006437302,2.24375018849969,
,,,0.455,2.18500006198883,2.24375018849969,
,,,0.46,2.21375006437302,2.21250019222498,
,,,0.465,2.21375006437302,2.18125019595027,
,,,0.47,2.2425000667572,2.21250019222498,
,,,0.475,2.21375006437302,2.18125019595027,
,,,0.48,2.2425000667572,2.21250019222498,
,,,0.485,2.21375006437302,2.21250019222498,
,,,0.49,2.21375006437302,2.18125019595027,
,,,0.495,2.18500006198883,2.15000019967556,
,,,0.5,2.21375006437302,2.18125019595027,
,,,0.505,2.21375006437302,2.18125019595027,
,,,0.51,2.21375006437302,2.21250019222498,
,,,0.515,2.21375006437302,2.21250019222498,
,,,0.52,2.18500006198883,2.18125019595027,
,,,0.525,2.21375006437302,2.21250019222498,
,,,0.53,2.18500006198883,2.24375018849969,
,,,0.535,2.21375006437302,2.18125019595027,
,,,0.54,2.2425000667572,2.21250019222498,
,,,0.545,2.21375006437302,2.21250019222498,
,,,0.55,2.2425000667572,2.18125019595027,
,,,0.555,2.18500006198883,2.21250019222498,
,,,0.56,2.21375006437302,2.21250019222498,
,,,0.565,2.18500006198883,2.18125019595027,
,,,0.57,2.21375006437302,2.21250019222498,
,,,0.575,2.18500006198883,2.21250019222498,
,,,0.58,2.18500006198883,2.21250019222498,
,,,0.585,2.21375006437302,2.21250019222498,
,,,0.59,2.21375006437302,2.21250019222498,
,,,0.595,2.18500006198883,2.24375018849969,
,,,0.6,2.21375006437302,2.21250019222498,
,,,0.605,2.21375006437302,2.21250019222498,
,,,0.61,2.21375006437302,2.18125019595027,
,,,0.615,2.21375006437302,2.18125019595027,
,,,0.62,2.21375006437302,2.21250019222498,
,,,0.625,2.21375006437302,2.21250019222498,
,,,0.63,2.18500006198883,2.21250019222498,
,,,0.635,2.21375006437302,2.21250019222498,
,,,0.64,2.21375006437302,2.21250019222498,
,,,0.645,2.2425000667572,2.21250019222498,
,,,0.65,2.21375006437302,2.21250019222498,
,,,0.655,2.21375006437302,2.18125019595027,
,,,0.66,2.18500006198883,2.21250019222498,
,,,0.665,2.21375006437302,2.18125019595027,
,,,0.67,2.21375006437302,2.21250019222498,
,,,0.675,2.21375006437302,2.24375018849969,
,,,0.68,2.21375006437302,2.21250019222498,
,,,0.685,2.21375006437302,2.18125019595027,
,,,0.69,2.18500006198883,2.18125019595027,
,,,0.695,2.21375006437302,2.21250019222498,
,,,0.7,2.21375006437302,2.21250019222498,
,,,0.705,2.18500006198883,2.18125019595027,
,,,0.71,2.18500006198883,2.21250019222498,
,,,0.715,2.18500006198883,2.18125019595027,
,,,0.72,2.18500006198883,2.24375018849969,
,,,0.725,2.21375006437302,2.21250019222498,
,,,0.73,2.18500006198883,2.21250019222498,
,,,0.735,2.21375006437302,2.24375018849969,
,,,0.74,2.18500006198883,2.18125019595027,
,,,0.745,2.21375006437302,2.18125019595027,
,,,0.75,2.21375006437302,2.18125019595027,
,,,0.755,2.21375006437302,2.18125019595027,
,,,0.76,2.18500006198883,2.18125019595027,
,,,0.765,2.21375006437302,2.21250019222498,
,,,0.77,2.21375006437302,2.21250019222498,
,,,0.775,2.18500006198883,2.21250019222498,
,,,0.78,2.21375006437302,2.18125019595027,
,,,0.785,2.18500006198883,2.21250019222498,
,,,0.79,2.21375006437302,2.18125019595027,
,,,0.795,2.2425000667572,2.21250019222498,
,,,0.8,2.21375006437302,2.21250019222498,
,,,0.805,2.18500006198883,2.18125019595027,
,,,0.81,2.2425000667572,2.21250019222498,
,,,0.815,2.21375006437302,2.21250019222498,
,,,0.82,2.21375006437302,2.18125019595027,
,,,0.825,2.18500006198883,2.21250019222498,
,,,0.83,2.21375006437302,2.18125019595027,
,,,0.835,2.18500006198883,2.18125019595027,
,,,0.84,2.21375006437302,2.21250019222498,
,,,0.845,2.18500006198883,2.18125019595027,
,,,0.85,2.21375006437302,2.18125019595027,
,,,0.855,2.2425000667572,2.15000019967556,
,,,0.86,2.18500006198883,2.18125019595027,
,,,0.865,2.21375006437302,2.21250019222498,
,,,0.87,2.18500006198883,2.21250019222498,
,,,0.875,2.21375006437302,2.21250019222498,
,,,0.88,2.21375006437302,2.15000019967556,
,,,0.885,2.21375006437302,2.21250019222498,
,,,0.89,2.21375006437302,2.18125019595027,
,,,0.895,2.21375006437302,2.18125019595027,
,,,0.9,2.21375006437302,2.18125019595027,
,,,0.905,2.21375006437302,2.21250019222498,
,,,0.91,2.18500006198883,2.18125019595027,
,,,0.915,2.21375006437302,2.18125019595027,
,,,0.92,2.21375006437302,2.18125019595027,
,,,0.925,2.21375006437302,2.21250019222498,
,,,0.93,2.18500006198883,2.21250019222498,
,,,0.935,2.18500006198883,2.18125019595027,
,,,0.94,2.18500006198883,2.18125019595027,
,,,0.945,2.21375006437302,2.21250019222498,
,,,0.95,2.21375006437302,2.18125019595027,
,,,0.955,2.18500006198883,2.18125019595027,
,,,0.96,2.21375006437302,2.21250019222498,
,,,0.965,2.2425000667572,2.18125019595027,
,,,0.97,2.21375006437302,2.21250019222498,
,,,0.975,2.2425000667572,2.21250019222498,
,,,0.98,2.21375006437302,2.18125019595027,
